emotion_clause,cause_candidate,pairs_len,correctness
女儿小兰此惧怕继父,2011年,"9,5",false
女儿小兰此惧怕继父,小兰才13岁,"9,6",false
女儿小兰此惧怕继父,一天,"9,2",false
女儿小兰此惧怕继父,刘某趁李某不在家,"9,8",false
女儿小兰此惧怕继父,溜进小兰的卧室强奸了她,"9,11",false
女儿小兰此惧怕继父,事后,"9,2",false
女儿小兰此惧怕继父,但想到刘某是整个家的经济支柱,"9,14",false
女儿小兰此惧怕继父,平时常常殴打母亲,"9,8",false
女儿小兰此惧怕继父,小兰害怕母亲得知此事后再遭毒手,"9,15",false
女儿小兰此惧怕继父,于是一直隐瞒着,"9,7",false
小兰害怕得一直哭泣,几年前,"9,3",false
小兰害怕得一直哭泣,李某认识了做建筑生意的刘某,"9,13",false
小兰害怕得一直哭泣,两人同居在一起,"9,7",false
小兰害怕得一直哭泣,李某没有工作,"9,6",false
小兰害怕得一直哭泣,平时全靠刘某给的生活费维持生计,"9,15",false
小兰害怕得一直哭泣,刘某在家很霸道,"9,7",false
小兰害怕得一直哭泣,常常小事打骂李某,"9,8",false
小兰害怕得一直哭泣,刘某不但对母亲施暴,"9,9",false
小兰害怕得一直哭泣,连继女也不放过,"9,7",false
小兰害怕得一直哭泣,2011年,"9,5",false
小兰害怕得一直哭泣,小兰才13岁,"9,6",false
小兰害怕得一直哭泣,一天,"9,2",false
小兰害怕得一直哭泣,刘某趁李某不在家,"9,8",false
小兰害怕得一直哭泣,溜进小兰的卧室强奸了她,"9,11",true
小兰害怕得一直哭泣,事后,"9,2",false
小兰害怕得一直哭泣,但想到刘某是整个家的经济支柱,"9,14",false
小兰害怕得一直哭泣,平时常常殴打母亲,"9,8",false
小兰害怕得一直哭泣,小兰害怕母亲得知此事后再遭毒手,"9,15",false
小兰害怕得一直哭泣,于是一直隐瞒着,"9,7",false
大冶市陈贵镇刘家畈村柯友仕湾的柯家人相当焦急,2011年11月11日下午,"22,13",false
大冶市陈贵镇刘家畈村柯友仕湾的柯家人相当焦急,原来他们家今年6岁刚上小学的柯锦成到了放学的时间仍没有回来,"22,29",true
大冶市陈贵镇刘家畈村柯友仕湾的柯家人相当焦急,在寻找无果后,"22,6",false
大冶市陈贵镇刘家畈村柯友仕湾的柯家人相当焦急,柯家人当晚报了警,"22,8",false
大冶市陈贵镇刘家畈村柯友仕湾的柯家人相当焦急,公安机关在调查中发现,"22,10",false
大冶市陈贵镇刘家畈村柯友仕湾的柯家人相当焦急,陈贵镇刘家畈村张家卫湾37岁村民张卫兵行为反常,"22,23",false
大冶市陈贵镇刘家畈村柯友仕湾的柯家人相当焦急,有重大嫌疑,"22,5",false
大冶市陈贵镇刘家畈村柯友仕湾的柯家人相当焦急,11月22日,"22,6",false
大冶市陈贵镇刘家畈村柯友仕湾的柯家人相当焦急,民警在张卫兵家的卧室地面上发现大量疑似血迹,"22,21",false
大冶市陈贵镇刘家畈村柯友仕湾的柯家人相当焦急,并在另一房间发现一个装有汽油的塑料瓶和一个小铁锅,"22,24",false
大冶市陈贵镇刘家畈村柯友仕湾的柯家人相当焦急,锅内有已焚烧的尸骨遗骸,"22,11",false
大冶市陈贵镇刘家畈村柯友仕湾的柯家人相当焦急,经DNA鉴定,"22,6",false
大冶市陈贵镇刘家畈村柯友仕湾的柯家人相当焦急,遇害者正是失踪多日的柯锦成,"22,13",false
小成的到来激起了死者家属的愤怒,昨日,"15,2",false
小成的到来激起了死者家属的愤怒,张卫兵13岁的儿子小成（化名）也来到了法院,"15,21",false
小成的到来激起了死者家属的愤怒,未成年,"15,3",false
小成的到来激起了死者家属的愤怒,小成不能进入法庭旁听,"15,10",false
小成的到来激起了死者家属的愤怒,令人意外的是,"15,6",false
小成的到来激起了死者家属的愤怒,他在庭外被柯家家属痛打了一顿,"15,14",false
小成的到来激起了死者家属的愤怒,庭审结束时,"15,5",false
小成的到来激起了死者家属的愤怒,记者在法院侧门见到了不断啜泣的小成,"15,17",false
小成的到来激起了死者家属的愤怒,他的手臂和脖子上有被打过的红印子,"15,16",false
小成的到来激起了死者家属的愤怒,此时,"15,2",false
小成的到来激起了死者家属的愤怒,柯锦成的妈妈突然冲了过来,"15,12",false
小成的到来激起了死者家属的愤怒,欲再次打小成,"15,6",false
小成的到来激起了死者家属的愤怒,被小成的伯父挡住,"15,8",false
他怕母亲伤心,阿杰告诉法官,"6,6",false
他怕母亲伤心,其将外婆杀死后,"6,7",false
他怕母亲伤心,每个晚上都睡不着觉,"6,9",false
他怕母亲伤心,也曾经想过去自首,"6,8",false
他怕母亲伤心,但又不知如何跟家人说,"6,10",false
他怕母亲伤心,当外婆的尸体被发现,"6,9",false
他怕母亲伤心,警察找上门时,"6,6",false
他怕母亲伤心,难以承受是自己杀了外婆的事实,"6,14",true
他怕母亲伤心,并没有如实交代,"6,7",false
他怕母亲伤心,阿杰的辩护律师当庭向法院提交了阿杰亲属,"6,19",false
他怕母亲伤心,大富村委会治保主任与妇女主任写来的两封求情信,"6,22",false
他怕母亲伤心,证明阿杰平时性情温和,"6,10",false
他怕母亲伤心,请求法院对阿杰从轻判决,"6,11",false
民警颇为吃惊,7月30日中午2点多,"6,10",false
民警颇为吃惊,湖里警方当场抓获李某及其妻子易某,"6,16",false
民警颇为吃惊,二人都是安溪人,"6,7",false
民警颇为吃惊,当得知李某初中没毕业时,"6,11",true
民警颇为吃惊,他用来诈骗的网站完全出自他一人之手,"6,17",false
民警颇为吃惊,而且是个乐盲,"6,6",false
民警颇为吃惊,原来,"6,2",false
民警颇为吃惊,他一边联系客户,"6,7",false
民警颇为吃惊,一边上网搜索,"6,6",false
民警颇为吃惊,客户问什么,"6,5",false
民警颇为吃惊,他就搜什么,"6,5",false
民警颇为吃惊,到最后,"6,3",false
民警颇为吃惊,他成了半个乐器专家,"6,9",false
民警颇为吃惊,有个安徽的音乐老师要为学校采购5台钢琴,"6,19",false
民警颇为吃惊,经他忽悠,"6,4",false
民警颇为吃惊,付了1.8万元定金,"6,9",false
受骗的王某气愤不已,一男子王某被陈某以其融资为,"9,13",false
受骗的王某气愤不已,骗取40万元港币,"9,8",false
受骗的王某气愤不已,但他没有选择报警,"9,8",false
受骗的王某气愤不已,而是选择以其人之道还治其人之身,"9,15",false
受骗的王某气愤不已,将陈某骗至深圳,"9,7",false
受骗的王某气愤不已,限制其人身自逼其还钱,"9,10",false
受骗的王某气愤不已,记者13日从罗湖区检察院获悉,"9,14",false
受骗的王某气愤不已,该院以涉嫌诈骗罪批准逮捕陈某,"9,14",false
受骗的王某气愤不已,以涉嫌非法拘禁罪批准逮捕王某阿波阿红等人,"9,20",false
心里害怕得不得了,凌晨2时许,"8,5",false
心里害怕得不得了,他在工棚里抽烟,"8,7",false
心里害怕得不得了,张师傅突然走过来,"8,8",false
心里害怕得不得了,只穿着内裤,"8,5",false
心里害怕得不得了,连鞋都没穿,"8,5",false
心里害怕得不得了,全身都是血,"8,5",false
心里害怕得不得了,和雨水一起往下流,"8,8",false
心里害怕得不得了,张师说,"8,3",false
心里害怕得不得了,他当时吓了一跳,"8,7",false
心里害怕得不得了,连忙问咋回事,"8,6",false
心里害怕得不得了,张师傅说被两三个人打了,"8,11",false
心里害怕得不得了,张师再没多问,"8,6",false
心里害怕得不得了,就将张师傅送到附近医院,"8,11",false
心里害怕得不得了,张师傅说想要衣服,"8,8",false
心里害怕得不得了,张师又跑回工地拿衣服,"8,10",false
心里害怕得不得了,同时通知工地领导,"8,8",false
心里害怕得不得了,我回到工地直接瘫软在那里,"8,12",false
心里害怕得不得了,都动弹不了了,"8,6",false
心里害怕得不得了,张师说,"8,3",false
心里害怕得不得了,后来卫生院说治不了让送到大医院,"8,15",false
心里害怕得不得了,他将张师傅送上车后就回到了工地,"8,15",false
心里害怕得不得了,工地领导陪张师傅去西安治疗,"8,13",false
心里害怕得不得了,回到工地时他回想之前的一幕,"8,13",true
心里害怕得不得了,伤者被送到医院后又说耳朵没了,"8,14",false
心里害怕得不得了,张师和民警四处帮忙寻找,"8,11",false
心里害怕得不得了,最后在张师傅工棚的床头找到一个耳朵和一个匕首,"8,22",false
令人吃惊的是,女的放风,"6,4",false
令人吃惊的是,男的开锁,"6,4",false
令人吃惊的是,今年3月以来,"6,6",false
令人吃惊的是,一对同居男女在渭南市高新区临渭区盗窃电动车自行车80余辆,"6,28",false
令人吃惊的是,女子已怀有8个月身孕,"6,10",true
令人吃惊的是,昨日,"6,2",false
令人吃惊的是,渭南市公安局高新分局崇业路派出所民警介绍,"6,20",false
令人吃惊的是,6月以来,"6,4",false
令人吃惊的是,辖区内发生多起电动车自行车被盗案件,"6,17",false
令人吃惊的是,民警调查初步锁定疑犯为一男一女,"6,15",false
令人吃惊的是,经过布控蹲守,"6,6",false
令人吃惊的是,8月1日中午,"6,6",false
令人吃惊的是,民警在高新区发现,"6,8",false
令人吃惊的是,嫌疑人进入一住宅小区,"6,10",false
令人吃惊的是,四处张望,"6,4",false
令人吃惊的是,警方上前将一男一女两人抓获,"6,13",false
令人吃惊的是,没想到,"6,3",false
令人吃惊的是,疑犯王某还怀有8个月的身孕,"6,13",false
两人却摔跤结下仇恨,同为16岁少年,"9,7",false
两人却摔跤结下仇恨,又在一家火锅店打工,"9,9",false
两人却摔跤结下仇恨,两人欲用火拼的方式解决问题,"9,13",false
两人却摔跤结下仇恨,随即,"9,2",false
两人却摔跤结下仇恨,双方约战闹市区,"9,7",false
两人却摔跤结下仇恨,其中一人落单被抓,"9,8",false
两人却摔跤结下仇恨,被拽至公园的侧门遭到拳打脚踢和电棍的电击,"9,20",false
两人却摔跤结下仇恨,胜利的一方在丢下6元打车费后,"9,14",false
两人却摔跤结下仇恨,扬长离去,"9,4",false
两人却摔跤结下仇恨,直至被捕前,"9,5",false
两人却摔跤结下仇恨,6名参战的未成年人还不知他们已经酿成大祸,"9,20",false
两人却摔跤结下仇恨,面对他们的将是法律的制裁,"9,12",false
情急之下打破窗户,感情纠纷,"8,4",false
情急之下打破窗户,男子心生恨意,"8,6",false
情急之下打破窗户,他先是借着酒劲在女方楼下大闹半宿,"8,16",false
情急之下打破窗户,随后又用汽油浇身自焚,"8,10",false
情急之下打破窗户,引燃了女方居住的大连沙河口区解放广场如意街的一处住宅楼,"8,27",false
情急之下打破窗户,大火迅速在住宅楼的四五层蔓延开来,"8,16",false
情急之下打破窗户,不少居民被迫疏散,"8,8",false
情急之下打破窗户,家住4楼的两名住户更是大门被火封堵,"8,17",true
情急之下打破窗户,用床单结绳下楼逃生,"8,9",false
情急之下打破窗户,一位居民告诉记者,"8,8",false
情急之下打破窗户,火灾发生于昨日凌晨3点左右,"8,13",false
情急之下打破窗户,附近几乎所有居民都被呼救声警笛声所惊醒,"8,19",false
心生厌恶,7月24日晚上10时左右,"4,12",false
心生厌恶,国某某酒后来到兰州拉面馆吃饭,"4,14",false
心生厌恶,受害人戴某某等人来到该面馆后在桌前大声喧哗,"4,21",true
心生厌恶,临时起意决定要教训教训此人,"4,13",false
心生厌恶,于是,"4,2",false
心生厌恶,国某某回到家中换上长袖衣裤,"4,13",false
心生厌恶,准备了口罩棒球帽用于伪装,"4,12",false
心生厌恶,并携带了一把水果刀再次回到兰州拉面馆,"4,18",false
心生厌恶,后从戴某某身后将其搂住,"4,11",false
心生厌恶,用水果刀将戴某某颈部割伤后迅速逃离现场,"4,19",false
他也觉得非常气愤,鳌峰派出所副所长陈国亮说,"8,12",false
他也觉得非常气愤,听到安师傅的遭遇,"8,8",true
他也觉得非常气愤,所里正在全力帮安师傅挽回损失,"8,14",false
他也觉得非常气愤,目前,"8,2",false
他也觉得非常气愤,鳌峰派出所民警正在周围各社区做工作,"8,17",false
他也觉得非常气愤,要求捡到毛巾的居民返还,"8,11",false
他也觉得非常气愤,另外通过监控录像,"8,8",false
他也觉得非常气愤,锁定部分参与哄抢的车辆信息,"8,13",false
他也觉得非常气愤,一一致电车主,"8,6",false
他也觉得非常气愤,陈国亮说,"8,4",false
他也觉得非常气愤,遗失在路上的物品,"8,8",false
他也觉得非常气愤,捡到若不归还,"8,6",false
他也觉得非常气愤,即视为不当得利,"8,7",false
他也觉得非常气愤,公安机关可追究其违法行为,"8,12",false
张某听后异常恼火,案发后,"8,3",false
张某听后异常恼火,陈某立即给在外打工的丈夫张某打电话,"8,17",false
张某听后异常恼火,说自己被一个二十来岁的男子抢劫并强奸,"8,18",true
张某听后异常恼火,准备亲自把这个王八蛋抓住,"8,12",false
张某听后异常恼火,小黄在离开前曾询问过自己发工资的时间,"8,18",false
张某听后异常恼火,此,"8,1",false
张某听后异常恼火,陈某猜测对方可能会再度来访,"8,13",false
张某听后异常恼火,3月12日晚,"8,6",false
张某听后异常恼火,陈某在住处附近看到了正在晃荡的小黄,"8,17",false
张某听后异常恼火,陈某的丈夫张某闻讯后,"8,10",false
张某听后异常恼火,立即冲上去将小黄当场拿下,"8,12",false
张某听后异常恼火,并报了案,"8,4",false
余某后悔不已,据悉,"6,2",false
余某后悔不已,该肇事男子就是温州交运集团40路公交车驾驶员余某,"6,24",false
余某后悔不已,当晚,"6,2",false
余某后悔不已,余某酒后与儿子发生争吵,"6,11",false
余某后悔不已,带弹弓外出射击发泄,"6,9",false
余某后悔不已,之袭击公交,"6,5",false
余某后悔不已,是公交目标大,"6,6",false
余某后悔不已,原本以为自己只是小小的恶作剧,"6,14",false
余某后悔不已,不料却已构成刑事犯罪,"6,10",true
余某后悔不已,事造成4辆公交车损坏总价值约为4200元,"6,20",false
余某后悔不已,案发后,"6,3",false
余某后悔不已,余某向温州交运集团作出了赔偿,"6,14",false
王什彩十分激动,2012年6月11日,"7,10",false
王什彩十分激动,亳州市中院再次作出判决,"7,11",false
王什彩十分激动,判处王什彩15年有期徒刑,"7,12",false
王什彩十分激动,王什彩第3次上诉,"7,8",false
王什彩十分激动,羁押4年多等来了无罪释放今年4月3日,"7,18",false
王什彩十分激动,对于王什彩来说是个特殊的日子,"7,14",false
王什彩十分激动,你被无罪释放了,"7,7",false
王什彩十分激动,当天下午,"7,4",false
王什彩十分激动,王什彩正等着开饭,"7,8",false
王什彩十分激动,民警对他宣读了这个好消息,"7,12",true
王什彩十分激动,当时,"7,2",false
王什彩十分激动,一分钱都没有,"7,6",false
王什彩十分激动,怎么回家,"7,4",false
王什彩十分激动,他问,"7,2",false
王什彩十分激动,当时,"7,2",false
王什彩十分激动,还是一位热心民警给了他10块钱,"7,15",false
王什彩十分激动,让他坐车,"7,4",false
王什彩十分激动,亳州市看守所离王什彩所在的村庄有40多公里的路程,"7,24",false
王什彩十分激动,当天下午,"7,4",false
王什彩十分激动,王什彩一路坐车到了当地的集镇,"7,14",false
王什彩十分激动,身上已只剩下1块钱了,"7,10",false
王什彩十分激动,饥饿难耐的他用这块钱买了一个鸡蛋填肚子,"7,19",false
王什彩十分激动,然后又步行了七八里路到了舅舅家,"7,15",false
王什彩十分激动,此时已是晚上八九点钟,"7,10",false
王什彩十分激动,舅舅和家人都已睡觉了,"7,10",false
王什彩十分激动,舅舅开门一看,"7,6",false
王什彩十分激动,敲门的是王什彩,"7,7",false
王什彩十分激动,两个人相拥而泣,"7,7",false
认购户邓女士气愤地告诉记者,五年前开始建设的这栋风尚国际商品房,"13,17",false
认购户邓女士气愤地告诉记者,如今已成为郴州房产界一个老大难项目——开发商收了消费者438套房子的认购金5000多万元后,"13,45",false
认购户邓女士气愤地告诉记者,又将房子转卖给他人作为债务抵押,"13,15",false
认购户邓女士气愤地告诉记者,数百名认购户,"13,6",false
认购户邓女士气愤地告诉记者,目前既没购得房子,"13,8",false
认购户邓女士气愤地告诉记者,也未获得本金和赔偿,"13,9",false
认购户邓女士气愤地告诉记者,这个楼盘开工时根本就没有审批手续,"13,16",false
认购户邓女士气愤地告诉记者,我们认购户完全上当了,"13,10",true
认购户邓女士气愤地告诉记者,7月20日,"13,5",false
认购户邓女士气愤地告诉记者,郴州市房产管理局工作人员证实,"13,14",false
认购户邓女士气愤地告诉记者,风尚国际楼盘在建设和销售过程中存在违法违规行为,"13,23",false
认购户邓女士气愤地告诉记者,目前,"13,2",false
认购户邓女士气愤地告诉记者,郴州有关部门已介入调查,"13,11",false
村民们都表示惋惜,据附近村民介绍,"8,7",false
村民们都表示惋惜,张某某今年40岁左右,"8,10",false
村民们都表示惋惜,在村口的东风路街道上开了一家网吧和一个酒店,"8,21",false
村民们都表示惋惜,虽然两家人住的地方距离有点远,"8,14",false
村民们都表示惋惜,但都属于一个大村,"8,8",false
村民们都表示惋惜,平时大家也都认识,"8,8",false
村民们都表示惋惜,发生这样的悲剧,"8,7",true
村民们都表示惋惜,事发网吧位于二楼,"8,8",false
村民们都表示惋惜,网吧通向外面的玻璃门已经破碎,"8,14",false
村民们都表示惋惜,收银柜台上也是一片狼藉,"8,11",false
村民们都表示惋惜,个别电脑已经被砸坏,"8,9",false
村民们都表示惋惜,据知情人介绍,"8,6",false
村民们都表示惋惜,当晚张某好像喝了酒,"8,9",false
村民们都表示惋惜,记者随后从渭城警方了解到,"8,12",false
村民们都表示惋惜,当晚事发后,"8,5",false
村民们都表示惋惜,民警和120急救人员立即赶到现场,"8,16",false
村民们都表示惋惜,但伤者张某受伤严重已经死亡,"8,13",false
村民们都表示惋惜,民警随后将涉案人员张某某父子控制,"8,16",false
恼羞成怒之下以吸毒来发泄,浙江台州温岭男子刘某向女友求婚不成,"12,17",true
恼羞成怒之下以吸毒来发泄,并冲进到底派出所要求坐牢,"12,12",false
恼羞成怒之下以吸毒来发泄,20日,"12,3",false
恼羞成怒之下以吸毒来发泄,记者自温岭公安松门派出所获悉,"12,14",false
恼羞成怒之下以吸毒来发泄,该男子已被警方送至台州市强制戒毒所强制戒毒2年,"12,23",false
恼羞成怒之下以吸毒来发泄,7月11日晚上12时许,"12,11",false
恼羞成怒之下以吸毒来发泄,一名男子急匆匆地走进松门派出所的大门,"12,18",false
恼羞成怒之下以吸毒来发泄,然后坐在值班办公室的椅子上一声不响,"12,17",false
恼羞成怒之下以吸毒来发泄,值班民警觉得奇怪,"12,8",false
恼羞成怒之下以吸毒来发泄,就上前询问事,"12,6",false
恼羞成怒之下以吸毒来发泄,这时,"12,2",false
恼羞成怒之下以吸毒来发泄,男子突然激动地拉住民警的手说,"12,14",false
恼羞成怒之下以吸毒来发泄,我女友不要我了,"12,7",false
恼羞成怒之下以吸毒来发泄,我今晚又吸毒了,"12,7",false
恼羞成怒之下以吸毒来发泄,你们把我关起来吧,"12,8",false
恼羞成怒之下以吸毒来发泄,在民警的劝慰下,"12,7",false
恼羞成怒之下以吸毒来发泄,男子的情绪逐渐平复,"12,9",false
恼羞成怒之下以吸毒来发泄,并说出了自首原,"12,7",false
之后更是恼羞成怒,据悉,"8,2",false
之后更是恼羞成怒,该男子姓刘,"8,5",false
之后更是恼羞成怒,20岁,"8,3",false
之后更是恼羞成怒,温岭石塘镇人,"8,6",false
之后更是恼羞成怒,当天下午,"8,4",false
之后更是恼羞成怒,刘某在当地松门镇北门街朋友家,"8,14",false
之后更是恼羞成怒,想在几名好友的见证下,"8,10",false
之后更是恼羞成怒,通过QQ和女友小静化名求婚,"8,13",false
之后更是恼羞成怒,谁知,"8,2",false
之后更是恼羞成怒,小静以为刘某是在跟自己开玩笑,"8,14",false
之后更是恼羞成怒,当下就拒绝了,"8,6",false
之后更是恼羞成怒,还意撂下狠话,"8,6",false
之后更是恼羞成怒,你别胡闹了,"8,5",false
之后更是恼羞成怒,结婚是傻子才干的事,"8,9",false
之后更是恼羞成怒,随后,"8,2",false
之后更是恼羞成怒,小静就下线了,"8,6",false
之后更是恼羞成怒,只留下刘某和一帮前来见证的朋友,"8,15",false
之后更是恼羞成怒,这次以失败而告终的求婚让刘某觉得颜面尽失,"8,20",true
之后更是恼羞成怒,据了解,"8,3",false
之后更是恼羞成怒,刘某于2011年染上毒品,"8,12",false
之后更是恼羞成怒,先后两次被责令社区戒毒,"8,11",false
之后更是恼羞成怒,和小静交往后,"8,6",false
之后更是恼羞成怒,刘某再也没有碰过毒品,"8,10",false
之后更是恼羞成怒,想和小静好好的生活,"8,9",false
之后更是恼羞成怒,自首时,"8,3",false
之后更是恼羞成怒,他向民警坦露,"8,6",false
之后更是恼羞成怒,我当时心里就一个念头,"8,10",false
之后更是恼羞成怒,女朋友和别的女人一样,"8,10",false
之后更是恼羞成怒,都嫌弃我的过去,"8,7",false
之后更是恼羞成怒,我要让她后悔一辈子,"8,9",false
刘某立刻流露出悔恨交加的神情,19日上午,"14,5",false
刘某立刻流露出悔恨交加的神情,得知民警要送其男友到强制戒毒所后,"14,16",false
刘某立刻流露出悔恨交加的神情,小静泪眼汪汪地赶到派出所,"14,12",false
刘某立刻流露出悔恨交加的神情,对经办民警的手哭诉说,"14,10",false
刘某立刻流露出悔恨交加的神情,我男友是犯糊涂了才再次吸毒,"14,13",false
刘某立刻流露出悔恨交加的神情,请你转告他,"14,5",false
刘某立刻流露出悔恨交加的神情,让他好好戒毒,"14,6",false
刘某立刻流露出悔恨交加的神情,我一定等他出来,"14,7",false
刘某立刻流露出悔恨交加的神情,记者自派出所方面获悉,"14,10",false
刘某立刻流露出悔恨交加的神情,经民警转告获悉女友并未变心时,"14,14",true
刘某立刻流露出悔恨交加的神情,一个劲儿地抱着头哽咽出声,"14,12",false
刘某立刻流露出悔恨交加的神情,刘某告诉民警,"14,6",false
刘某立刻流露出悔恨交加的神情,出所后他一定要吸取教训,"14,11",false
刘某立刻流露出悔恨交加的神情,不让这样的憾事再度发生,"14,11",false
上海虹桥个别旅客航班取消情绪激动,6月28日晚,"16,6",false
上海虹桥个别旅客航班取消情绪激动,瑞安一批旅客搭乘的国航CA1812,"16,17",false
上海虹桥个别旅客航班取消情绪激动,原计划于当晚9时飞往北京,"16,12",false
上海虹桥个别旅客航班取消情绪激动,北京天气的原,"16,6",false
上海虹桥个别旅客航班取消情绪激动,到了晚上11时30分,"16,10",false
上海虹桥个别旅客航班取消情绪激动,国航决定取消该航班,"16,9",false
上海虹桥个别旅客航班取消情绪激动,次日不补班,"16,5",false
上海虹桥个别旅客航班取消情绪激动,旅客陈某某刘某某对航空公司的安排不满,"16,18",false
上海虹桥个别旅客航班取消情绪激动,在5号登机口与前来安排航班后续工作的国航工作人员朱某某发生争执,"16,31",false
上海虹桥个别旅客航班取消情绪激动,随后两人殴打朱某某,"16,9",false
上海虹桥个别旅客航班取消情绪激动,最近几天,"16,4",false
上海虹桥个别旅客航班取消情绪激动,国内多个地方雷雨天气,"16,10",false
上海虹桥个别旅客航班取消情绪激动,出现大面积航班延误或取消,"16,12",false
上海虹桥个别旅客航班取消情绪激动,7月6日凌晨,"16,6",false
上海虹桥个别旅客航班取消情绪激动,殴打航空公司地勤人员,"16,10",false
上海虹桥个别旅客航班取消情绪激动,还有人哄抢民警工作证件,"16,11",false
上海虹桥个别旅客航班取消情绪激动,机场警方将相关当事人带走调查,"16,14",false
上海虹桥个别旅客航班取消情绪激动,随后对4名肇事者分别处以拘留及罚款,"16,17",false
每天老师和孩子的吵闹声搞得我退休在家的母亲烦躁难熬,今年6月8日,"25,6",false
每天老师和孩子的吵闹声搞得我退休在家的母亲烦躁难熬,有网民在哈尔滨市道里区政府的官方网页民生民意栏目当中留言,"25,28",false
每天老师和孩子的吵闹声搞得我退休在家的母亲烦躁难熬,我是道里区海富康城小区B高1的居民,"25,17",false
每天老师和孩子的吵闹声搞得我退休在家的母亲烦躁难熬,我家旁边开了个宝贝幼儿园,"25,12",false
每天老师和孩子的吵闹声搞得我退休在家的母亲烦躁难熬,今年已住院两次,"25,7",false
每天老师和孩子的吵闹声搞得我退休在家的母亲烦躁难熬,我详细了解到宝贝幼儿园无执照,"25,14",false
每天老师和孩子的吵闹声搞得我退休在家的母亲烦躁难熬,这样的幼儿园是不是该取谛,"25,12",false
每天老师和孩子的吵闹声搞得我退休在家的母亲烦躁难熬,老百姓们求您去调查调查这个黑幼儿园吧,"25,18",false
每天老师和孩子的吵闹声搞得我退休在家的母亲烦躁难熬,谢谢您了,"25,4",false
心里很不爽,7月2日凌晨,"5,6",false
心里很不爽,景泰县城发生一起血案,"5,10",false
心里很不爽,一小伙在街头被捅身亡,"5,10",false
心里很不爽,案发后,"5,3",false
心里很不爽,景泰县公安局刑侦部门仅用3小时速破这起意伤害致死案,"5,25",false
心里很不爽,经审理查明,"5,5",false
心里很不爽,今年6月30日,"5,7",false
心里很不爽,小亮给朋友说日前在喝酒过程中,"5,14",false
心里很不爽,李某给自己摆了口,"5,8",true
心里很不爽,要找机会教训李某,"5,8",false
心里很不爽,7月2日零时许,"5,7",false
心里很不爽,当小亮得知朋友张某与李某约好见面时,"5,17",false
心里很不爽,与张某一同前去,"5,7",false
心里很不爽,当小亮看见李某时,"5,8",false
心里很不爽,冲上前互相扭打,"5,7",false
心里很不爽,在此过程中在李某身上捅了几刀,"5,14",false
心里很不爽,致李某当场死亡,"5,7",false
气愤不过又打车从兴平赶到咸阳史某住处,29岁的牛某无意间发现,"18,11",false
气愤不过又打车从兴平赶到咸阳史某住处,丈夫与32岁的女网友史某有暧昧关系,"18,17",true
气愤不过又打车从兴平赶到咸阳史某住处,她先是打电话责骂,"18,8",false
气愤不过又打车从兴平赶到咸阳史某住处,7月5日,"18,4",false
气愤不过又打车从兴平赶到咸阳史某住处,两人在小区楼下争吵,"18,9",false
气愤不过又打车从兴平赶到咸阳史某住处,推搡中,"18,3",false
气愤不过又打车从兴平赶到咸阳史某住处,牛某持刀刺向史某脖子,"18,10",false
气愤不过又打车从兴平赶到咸阳史某住处,瞬间鲜血喷出,"18,6",false
气愤不过又打车从兴平赶到咸阳史某住处,男子赶到抱起受伤女子5日晚7时许,"18,16",false
气愤不过又打车从兴平赶到咸阳史某住处,在事发的咸阳市人民西路彩虹新区家属区,"18,18",false
气愤不过又打车从兴平赶到咸阳史某住处,仍留有大量被扯掉的头发,"18,11",false
气愤不过又打车从兴平赶到咸阳史某住处,血迹从事发现场一直到小区门外,"18,14",false
气愤不过又打车从兴平赶到咸阳史某住处,长达数十米,"18,5",false
气愤之下打电话质问,昨日,"9,2",false
气愤之下打电话质问,记者从咸阳市公安局彩虹分局了解到,"9,16",false
气愤之下打电话质问,受伤女子姓史,"9,6",false
气愤之下打电话质问,32岁,"9,3",false
气愤之下打电话质问,兴平人,"9,3",false
气愤之下打电话质问,被刺后抢救无效死亡,"9,9",false
气愤之下打电话质问,而刺伤她的牛某也是兴平人,"9,12",false
气愤之下打电话质问,29岁,"9,3",false
气愤之下打电话质问,据调查,"9,3",false
气愤之下打电话质问,史某与牛某的丈夫张某一年前通过网络相识,"9,19",false
气愤之下打电话质问,后来发展成情人关系,"9,9",false
气愤之下打电话质问,7月5日,"9,4",false
气愤之下打电话质问,牛某无意间发现了丈夫与史某的情人关系,"9,18",true
气愤之下打电话质问,气愤不过又打车从兴平赶到咸阳史某所住的小区,"9,21",false
气愤之下打电话质问,将其叫下楼,"9,5",false
气愤之下打电话质问,两人相互谩骂,"9,6",false
气愤之下打电话质问,继而动手,"9,4",false
气愤之下打电话质问,厮打中牛某掏出随身携带的刀子,"9,14",false
气愤之下打电话质问,在史某脖子上划了一刀,"9,10",false
气愤之下打电话质问,民警介绍,"9,4",false
气愤之下打电话质问,事发时,"9,3",false
气愤之下打电话质问,牛某的丈夫张某也刚刚从兴平赶到该小区,"9,18",false
气愤之下打电话质问,发现史某被刺伤,"9,7",false
气愤之下打电话质问,张某立即将人送往医院,"9,10",false
心中大为不快,5月28日,"6,5",false
心中大为不快,赵兵与几个朋友驾车去滦县游玩,"6,14",false
心中大为不快,期间购买了一支仿真手枪及子弹若干,"6,16",false
心中大为不快,当晚,"6,2",false
心中大为不快,几人驾车返回昌黎,"6,8",false
心中大为不快,行车途中,"6,4",false
