emotion_clause,cause_candidate,conn,pairs_len,correctness,is_cause_conn
让我好感动,女儿孙丽娜说,但,"5,7",False,false
我是被他们的真挚爱情感动了,3月2日,但,"13,5",False,false
我是被他们的真挚爱情感动了,这个周末,而,"13,5",False,false
我是被他们的真挚爱情感动了,两人将举行婚礼,而,"13,8",False,false
我是被他们的真挚爱情感动了,一对90后,而,"13,6",False,false
我是被他们的真挚爱情感动了,一个坚强乐观,当,"13,7",False,false
我是被他们的真挚爱情感动了,一个能扛起肩上的责任,唯,"13,11",False,false
我是被他们的真挚爱情感动了,昨天上午,但,"13,5",False,false
我是被他们的真挚爱情感动了,雁鸣湖一家温泉度假山庄的老板韩社会说,而,"13,19",False,false
我是被他们的真挚爱情感动了,他已经通过河南电视台都市频道和两人取得联系,但,"13,22",False,false
我是被他们的真挚爱情感动了,免费为他们提供婚礼举办场所,更,"13,14",False,false
我是被他们的真挚爱情感动了,并为他们的家人和关注这对情侣的爱心人士提供20桌婚宴,而,"13,27",False,false
张飞当场感动得不知说什么好,我马上要上车了,但,"13,8",False,false
张飞当场感动得不知说什么好,我先拿这10万,但,"13,8",False,false
张飞当场感动得不知说什么好,剩下的就好凑了,但,"13,8",False,false
张飞当场感动得不知说什么好,男子说,当,"13,4",False,false
张飞当场感动得不知说什么好,他经过这两天的相处,而,"13,10",False,false
张飞当场感动得不知说什么好,觉得两人确实像报道中所说的一样,总,"13,16",False,false
张飞当场感动得不知说什么好,人品不错,但,"13,5",False,false
张飞当场感动得不知说什么好,值得帮助,但,"13,5",False,false
张飞当场感动得不知说什么好,他随后又告知张飞,但,"13,9",False,false
张飞当场感动得不知说什么好,在今年的治疗过程中,而,"13,10",False,false
张飞当场感动得不知说什么好,预计两人都没有什么收入,但,"13,12",False,false
张飞当场感动得不知说什么好,如果生活困难还可以资助一下他们,但,"13,16",True,false
非常郁闷,但当天晚上,但,"4,6",False,false
非常郁闷,包括头像招嫖信息等在内的QQ资料都被人删除,而,"4,22",False,false
非常郁闷,这也令shuyun更加坚信就是对方在背后使坏,而,"4,23",False,false
非常郁闷,发帖寻求帮助民警介入后,便,"4,12",False,true
非常郁闷,shuyun的生活恢复了平静,但,"4,15",False,false
非常郁闷,但麻烦很快再次来临,但,"4,10",False,false
非常郁闷,这几天来,但,"4,5",False,false
非常郁闷,我又接到了10多个那种电话,而,"4,14",True,false
非常郁闷,经询问来电者,但,"4,7",False,false
非常郁闷,shuyun很快找到了一个新注册的招嫖QQ,但,"4,22",False,false
非常郁闷,上面同样挂着她的头像及联系方式,而,"4,16",False,false
还有更让妹子心花怒放的研究成果,昨天开始,由,"15,5",False,true
还有更让妹子心花怒放的研究成果,天气开了朵晴花儿,当,"15,9",False,false
还有更让妹子心花怒放的研究成果,坐在西湖边的户外,就,"15,9",False,false
还有更让妹子心花怒放的研究成果,竟然有些暖意,但,"15,7",False,false
还有更让妹子心花怒放的研究成果,你心情好一些了吧,当,"15,9",False,false
还有更让妹子心花怒放的研究成果,阳光能带来好心情除了有科学依据,而,"15,16",False,false
我很内疚的,在派出所酒醒后的小刘姑娘是这样给警方作出解释的昨天和四五个朋友在唱歌的地方喝了3箱啤酒,而,"5,44",False,false
我很内疚的,我打电话叫他出来吃夜宵,当,"5,12",False,false
我很内疚的,见个面,就,"5,4",False,false
我很内疚的,他不愿出来,但,"5,6",False,false
我很内疚的,还关了手机,但,"5,6",False,false
我很内疚的,我对他很好,但,"5,6",False,false
我很内疚的,他对我不怎么好,但,"5,8",False,false
我很内疚的,我生气了,但,"5,5",False,false
我很内疚的,就拨打了110报警电话,但,"5,12",False,false
我很内疚的,我知道我不说他要跳楼,但,"5,11",False,false
我很内疚的,民警是不会帮我找的,但,"5,10",False,false
我很内疚的,骗了你们报了假警,就,"5,9",False,false
我很内疚的,你们出警很快的时候,当,"5,10",False,false
我很内疚的,我感觉人间还充满着大爱,但,"5,12",False,false
我很内疚的,我知道我错了,但,"5,7",True,false
老人被她的这些行为感动,近日,更,"11,3",False,false
老人被她的这些行为感动,来京打工的18岁姑娘石芳丽骑电动车经过燕郊一个路口时,当,"11,27",False,false
老人被她的这些行为感动,将76岁老人韩健撞倒昏迷,却,"11,13",False,false
老人被她的这些行为感动,石芳丽立即送老人就医,而,"11,11",False,false
老人被她的这些行为感动,并辞去工作,但,"11,6",False,false
老人被她的这些行为感动,打算陪护老人,就,"11,7",False,false
老人被她的这些行为感动,不仅放弃索赔,但,"11,7",False,false
老人被她的这些行为感动,家人还帮助石芳丽找到了一份新工作,当,"11,17",False,false
这让未来的婆婆十分开心,到响水老家后,就,"11,7",False,false
这让未来的婆婆十分开心,吴丹表现得乖巧伶俐,而,"11,10",True,false
这让未来的婆婆十分开心,对家务活更是抢着干,而,"11,10",True,false
这让未来的婆婆十分开心,不过在大年初六下午,但,"11,10",False,false
这让未来的婆婆十分开心,吴丹急匆匆地找到婆婆,而,"11,11",False,false
这让未来的婆婆十分开心,阿姨,当,"11,3",False,false
这让未来的婆婆十分开心,不好了,就,"11,4",False,false
这让未来的婆婆十分开心,我爸爸生病住院了,但,"11,9",False,false
这让未来的婆婆十分开心,我今年过年一天都没回家,但,"11,12",False,false
这让未来的婆婆十分开心,都跟着王伟陪您了,就,"11,9",False,false
这让未来的婆婆十分开心,现在可怎么办啊——此时,但,"11,12",False,false
这让未来的婆婆十分开心,王伟刚好不在家,而,"11,8",False,false
万般无奈的他只好选择报警,2013年7月重庆男子租女友被骗走5100元重庆的一名被逼婚的男子,而,"12,34",False,false
万般无奈的他只好选择报警,为了租个女友回家给父亲过60岁生日,却,"12,18",False,false
万般无奈的他只好选择报警,结果被骗走5100元,但,"12,11",True,false
家人很着急,2014年1月河北小伙网上租女友被骗2万元郝某在河北沧州打工已有几年,但,"5,35",False,false
家人很着急,一直未成家,但,"5,6",True,false
家人很着急,春节前,但,"5,4",False,false
家人很着急,郝某无意中在网上看到出租俊男靓女的信息,而,"5,20",False,false
家人很着急,信以为真的他随即与对方取得了联系,但,"5,17",False,false
家人很着急,结果女友没租到,但,"5,8",False,false
家人很着急,被骗走了两万元钱,却,"5,9",False,false
更令他气愤的是,一场风波似乎已逐渐平息,但,"7,12",False,false
更令他气愤的是,但表面的平静下却是暗流涌动,而,"7,14",False,false
更令他气愤的是,最终导致了血案的发生,而,"7,11",False,false
更令他气愤的是,谈判后,但,"7,4",False,false
更令他气愤的是,赵立依旧频繁与钱蕾联系,但,"7,12",False,false
更令他气愤的是,与妻子王艳的关系却更加冷淡,但,"7,14",False,false
更令他气愤的是,妻子的努力,因,"7,6",False,true
更令他气愤的是,赵立外遇的事情在亲戚朋友里已经是公开的秘密,而,"7,22",False,false
更令他气愤的是,这让他脸上很是挂不住,而,"7,11",False,false
更令他气愤的是,王艳多次表示要将赵立的小女儿送人,但,"7,17",True,false
更令他气愤的是,赵立越想越恨,而,"7,7",False,false
更令他气愤的是,思索再三,但,"7,5",False,false
更令他气愤的是,决定干脆杀掉结发妻子,更,"7,11",False,false
张荣华后悔当时没能看出一些端倪,2月8号早晨5点,如,"15,9",False,false
张荣华后悔当时没能看出一些端倪,张荣华起床,当,"15,6",False,false
张荣华后悔当时没能看出一些端倪,他要坐车去佛山参加驾校考试,而,"15,14",False,false
张荣华后悔当时没能看出一些端倪,当时她醒了,但,"15,6",False,false
张荣华后悔当时没能看出一些端倪,躺在床上,就,"15,5",False,false
张荣华后悔当时没能看出一些端倪,睁着眼睛看着我出门,就,"15,10",False,false
张荣华后悔当时没能看出一些端倪,什么也没说,但,"15,6",False,false
张荣华后悔当时没能看出一些端倪,当天下午5点,而,"15,7",False,false
张荣华后悔当时没能看出一些端倪,回到家的张荣华看到饮水机上的一封信,当,"15,18",False,false
张荣华后悔当时没能看出一些端倪,那是妻子孙杰留下的唯一的东西,但,"15,15",False,false
张荣华后悔当时没能看出一些端倪,我打算离开家已是我考虑了很久的决定,而,"15,18",False,false
张荣华后悔当时没能看出一些端倪,对不起,但,"15,4",False,false
张荣华后悔当时没能看出一些端倪,我是一个身患疾病的人,但,"15,11",False,false
张荣华后悔当时没能看出一些端倪,对家庭也不能做什么贡献,但,"15,12",False,false
张荣华后悔当时没能看出一些端倪,希望你们能够好好保重自己,但,"15,13",False,false
张荣华后悔当时没能看出一些端倪,老公,与,"15,3",False,false
张荣华后悔当时没能看出一些端倪,你可能会恨我,但,"15,7",False,false
张荣华后悔当时没能看出一些端倪,但希望你一切看开,但,"15,9",False,false
张荣华后悔当时没能看出一些端倪,有些事我们两个无法沟通,但,"15,12",False,false
张荣华后悔当时没能看出一些端倪,希望你与孩子们共同成长,更,"15,12",False,false
笔者不能不为女子的死而深感悲哀,娶来娇妻,却,"15,5",False,false
笔者不能不为女子的死而深感悲哀,没有见红,却,"15,5",False,false
笔者不能不为女子的死而深感悲哀,就认定女子婚前不贞,故,"15,10",False,true
笔者不能不为女子的死而深感悲哀,甚至怀疑孩子不是自己亲生,但,"15,13",False,false
笔者不能不为女子的死而深感悲哀,以至于争争吵吵好多年,就,"15,11",False,false
笔者不能不为女子的死而深感悲哀,最终闹出人命,但,"15,7",False,false
笔者不能不为女子的死而深感悲哀,说到此处,就,"15,5",False,false
笔者不能不为女子的死而深感悲哀,也不能不为这个丈夫的愚昧与无知感到奇葩至极,但,"15,22",False,false
笔者不能不为女子的死而深感悲哀,怪不得那些卖淫的小姐们,更,"15,12",False,false
笔者不能不为女子的死而深感悲哀,为了满足一些另类人群的处女欲,而,"15,15",False,false
笔者不能不为女子的死而深感悲哀,以假乱真,但,"15,5",False,false
笔者不能不为女子的死而深感悲哀,用鸽子血来骗得上万元的贞操费,却,"15,15",False,false
这让小芳羞愧难当,2月11日,但,"8,6",False,false
这让小芳羞愧难当,芷江女生小芳突然接到朋友电话,而,"8,15",False,false
这让小芳羞愧难当,出大事了,就,"8,5",False,false
这让小芳羞愧难当,朋友没有细说,但,"8,7",False,false
这让小芳羞愧难当,只是叫小芳打开电脑自己查看,就,"8,14",False,false
这让小芳羞愧难当,登录QQ后,因,"8,6",False,true
这让小芳羞愧难当,小芳看到多个聊天群正在闪动,当,"8,14",False,false
这让小芳羞愧难当,点开一看吓了一跳,但,"8,9",False,false
这让小芳羞愧难当,竟是有人PS她的不雅照发在群里,但,"8,16",True,false
这让小芳羞愧难当,群里都是小芳的朋友和熟人,而,"8,13",False,false
这让小芳羞愧难当,随后,但,"8,3",False,false
这让小芳羞愧难当,小芳立刻报警,而,"8,7",False,false
他觉得特别感动,邛崃临邛镇蜚虹社区的李勇也是一名高位截瘫病人,而,"7,23",False,false
他觉得特别感动,去年他曾通过成都商报开通热线求聊天,而,"7,18",False,false
他觉得特别感动,交到不少朋友,更,"7,7",False,false
他觉得特别感动,从病友处听到阎红波和杨娜的事后,但,"7,16",True,false
他觉得特别感动,于是拨打了成都商报热线,就,"7,12",False,false
我会用一生去感激他,经过三个月的治疗,但,"9,9",False,false
我会用一生去感激他,文静出院了,但,"9,6",False,false
我会用一生去感激他,王刚又将她接到了家中,但,"9,11",False,false
我会用一生去感激他,为文静做饭喂饭给疤痕上药,因,"9,13",False,true
我会用一生去感激他,文静的上肢功能没有得到恢复,但,"9,14",False,false
我会用一生去感激他,无法进行屈伸,但,"9,7",False,false
我会用一生去感激他,晚上睡觉只能张开上肢,但,"9,11",False,false
我会用一生去感激他,为了让她安稳睡觉,就,"9,9",False,false
我会用一生去感激他,王刚一直睡在卧室的地板上,但,"9,13",False,false
我会用一生去感激他,王刚为我付出得太多了,但,"9,11",True,false
我会用一生去感激他,采访中,但,"9,4",False,false
我会用一生去感激他,文静忍不住哭出了声来,而,"9,11",False,false
心里十分害怕,李春霞说,但,"6,5",False,false
心里十分害怕,看着丈夫的病情一天天恶化,但,"6,13",True,false
心里十分害怕,然而,虽,"6,3",False,false
心里十分害怕,再多的努力也未能控制米全的病情,但,"6,16",False,false
心里十分害怕,1999年刚过,而,"6,8",False,false
心里十分害怕,米全就坐上了轮椅,但,"6,9",False,false
心里十分害怕,原本以为,但,"6,5",False,false
心里十分害怕,家中有三个病人已经是极限了,但,"6,14",False,false
心里十分害怕,然而,虽,"6,3",False,false
心里十分害怕,李春霞的公公又被查出膀胱癌,而,"6,14",False,false
李春霞十分感动,我们结婚吧,当,"7,6",False,false
李春霞十分感动,这样别人再问,就,"7,7",False,false
李春霞十分感动,你就有身份了,但,"7,7",False,false
李春霞十分感动,看到桓江为自己和家人奔走忙碌,当,"7,15",True,false
李春霞十分感动,桓江当即表态,苟,"7,7",False,false
李春霞十分感动,会和李春霞一起照顾米全,就,"7,12",False,false
李春霞十分感动,绝不离弃,但,"7,5",False,false
李春霞十分感动,2011年5月31日,但,"7,11",False,false
李春霞十分感动,李春霞与桓江正式登记结婚,当,"7,13",False,false
他一直很内疚,老罗今年50岁了,而,"6,9",False,false
他一直很内疚,再过10年就退休,但,"6,9",False,false
他一直很内疚,他说到时候想给妻子补办一场迟到的婚礼,但,"6,19",False,false
他一直很内疚,原来18年前,但,"6,7",False,false
他一直很内疚,他和妻子结婚时两人身上的积蓄只有80元,当,"6,20",False,false
他一直很内疚,结婚仪式就是到民政局领证,而,"6,13",False,false
他一直很内疚,连婚戒都买不起,却,"6,8",True,false
他一直很内疚,2011年,由,"6,6",False,true
他一直很内疚,他在扫街时看到一个路边摊,当,"6,13",False,false
他一直很内疚,相中一款戒指,更,"6,7",False,false
他一直很内疚,40元,由,"6,4",False,true
他一直很内疚,他犹豫了十几分钟,但,"6,9",False,false
他一直很内疚,花80元钱买了两个,就,"6,10",False,false
他一直很内疚,这婚戒迟到了15年,但,"6,10",False,false
特别后悔当初没有带上同样喜欢骑行的女友,两年前,而,"19,4",False,false
特别后悔当初没有带上同样喜欢骑行的女友,他和蕾热恋时,当,"19,7",False,false
特别后悔当初没有带上同样喜欢骑行的女友,曾独自骑行滇藏线,更,"19,9",False,false
特别后悔当初没有带上同样喜欢骑行的女友,从丽江出发的每一个晚上,而,"19,12",False,false
特别后悔当初没有带上同样喜欢骑行的女友,蕾都会打来电话,当,"19,8",False,false
特别后悔当初没有带上同样喜欢骑行的女友,给予他贴心的关怀,更,"19,9",False,false
特别后悔当初没有带上同样喜欢骑行的女友,两人无话不说,而,"19,7",False,false
特别后悔当初没有带上同样喜欢骑行的女友,开心快乐,就,"19,5",False,false
特别后悔当初没有带上同样喜欢骑行的女友,分手后,而,"19,4",False,false
特别后悔当初没有带上同样喜欢骑行的女友,他地重游,与,"19,5",False,false
特别后悔当初没有带上同样喜欢骑行的女友,想起许多往事,却,"19,7",False,false
特别后悔当初没有带上同样喜欢骑行的女友,2012年,由,"19,6",False,true
特别后悔当初没有带上同样喜欢骑行的女友,异地问题,因,"19,5",False,true
特别后悔当初没有带上同样喜欢骑行的女友,两人发生了口角,但,"19,8",False,false
特别后悔当初没有带上同样喜欢骑行的女友,为时半年的爱情宣布结束,而,"19,12",False,false
这让小冯激动不已,2012年,由,"8,6",False,true
这让小冯激动不已,异地问题,而,"8,5",False,false
这让小冯激动不已,两人发生了口角,但,"8,8",False,false
这让小冯激动不已,为时半年的爱情宣布结束,而,"8,12",False,false
这让小冯激动不已,小冯事后虽后悔,但,"8,8",False,false
这让小冯激动不已,却始终放不下面子来主动联系蕾,但,"8,15",False,false
这让小冯激动不已,一年来,但,"8,4",False,false
这让小冯激动不已,只是默默地关注她的微博,但,"8,12",False,false
这让小冯激动不已,去年6月,更,"8,5",False,false
这让小冯激动不已,蕾选择离开深圳,若,"8,8",False,false
这让小冯激动不已,来到广州发展,而,"8,7",True,false
这让小冯激动不已,困扰他和蕾之间的异地问题出现转机,而,"8,17",False,false
心情很郁闷,黄某立马被控制,而,"5,8",False,false
心情很郁闷,很快,但,"5,3",False,false
心情很郁闷,黄某承认人是他杀的,但,"5,10",False,false
心情很郁闷,此时,而,"5,3",False,false
心情很郁闷,距小余被害仅过去2小时,但,"5,12",False,false
心情很郁闷,据查,但,"5,3",False,false
心情很郁闷,黄某22岁,而,"5,6",False,false
心情很郁闷,永泰人,故,"5,4",False,true
心情很郁闷,他杀死女孩后试图割腕自杀黄某说,但,"5,16",False,false
心情很郁闷,他在一家餐馆打工,但,"5,9",False,false
心情很郁闷,负责杀鱼等,但,"5,6",False,false
心情很郁闷,年前和女朋友分手,当,"5,9",True,false
心里更加郁闷,昨天凌晨1点左右,而,"6,9",False,false
心里更加郁闷,他通过网络招嫖,而,"6,8",False,false
心里更加郁闷,结果被骗了800元,但,"6,10",True,false
心里更加郁闷,产生了报复女性的念头,就,"6,11",False,false
心里更加郁闷,黄某告诉民警,但,"6,7",False,false
心里更加郁闷,在房间里喝完闷酒,就,"6,9",False,false
心里更加郁闷,他下楼准备闲逛,当,"6,8",False,false
心里更加郁闷,漆黑的小巷中,而,"6,7",False,false
心里更加郁闷,隐约看到走过来一名年轻女子,却,"6,14",False,false
心里更加郁闷,黄某说,但,"6,4",False,false
心里更加郁闷,他心里猛地产生一种冲动,但,"6,12",False,false
心里更加郁闷,立刻冲上前,就,"6,6",False,false
心里更加郁闷,将女孩打晕,却,"6,6",False,false
他非常担心,金医生说,但,"5,5",False,false
他非常担心,目前,而,"5,3",False,false
他非常担心,胡向红受伤的食指康复后,当,"5,12",False,false
他非常担心,不会影响自理能力,但,"5,9",False,false
他非常担心,但内固定康复要好一些,但,"5,11",False,false
他非常担心,现在伤口已经缝合,但,"5,9",False,false
他非常担心,如果再次手术将造成二次损伤,但,"5,14",False,false
他非常担心,劈柴伤手,因,"5,5",False,true
他非常担心,只为给老伴做口饭下午6点半,但,"5,14",False,false
他非常担心,记者跟着胡开庆来到他在郑店街涂洲村的家,但,"5,20",False,false
他非常担心,路上胡开庆说,但,"5,7",False,false
他非常担心,现在他父亲已经到肺结核晚期了,而,"5,15",True,false
他非常担心,母亲又受伤,而,"5,6",True,false
他非常担心,胡向红一下车,但,"5,7",False,false
他非常担心,就径直走进了丈夫胡学江的房间,但,"5,15",False,false
他非常担心,记者还没进门就听到屋内传来的咳嗽声,但,"5,18",False,false
他非常担心,走进胡学江的卧室,当,"5,9",False,false
他非常担心,看到他面容憔悴地躺在床上,当,"5,13",False,false
他非常担心,十分的瘦弱,但,"5,6",False,false
男生小孙也很后悔,可偏偏有个男生同学竟然点了个赞,但,"8,16",True,false
男生小孙也很后悔,把她气死了,就,"8,6",False,false
男生小孙也很后悔,以前两人关系还不错,但,"8,10",False,false
男生小孙也很后悔,她实在不明白对方怎么想的,但,"8,13",False,false
男生小孙也很后悔,她给那男生打个电话,但,"8,10",False,false
男生小孙也很后悔,果断绝交,就,"8,5",False,false
男生小孙也很后悔,对此,但,"8,3",False,false
十分后悔,他说,但,"4,3",False,false
十分后悔,其实他是点赞族,但,"4,8",False,false
十分后悔,经常在微博里微信里随手点赞,但,"4,14",False,false
十分后悔,有时会获得商家一些小礼物,但,"4,13",False,false
十分后悔,比如电影票等,就,"4,7",False,false
十分后悔,久之,而,"4,3",False,false
十分后悔,他习惯了挨个点赞,但,"4,9",False,false
十分后悔,那次点完才看到内容,但,"4,10",True,false
十分后悔,事后,故,"4,3",False,true
十分后悔,小邱打电话来质问,但,"4,9",False,false
十分后悔,他赶紧道歉,但,"4,6",False,false
十分后悔,可小邱不原谅他,但,"4,8",False,false
张光仙很感动,去年,而,"6,3",False,false
张光仙很感动,他决定赴京脱产一年读清华大学的全国美术理论研究与书画创作高级研修班,但,"6,34",False,false
张光仙很感动,房租学费生活费要五六万,但,"6,12",False,false
张光仙很感动,全靠妻子经营装裱店来支持,但,"6,13",False,false
张光仙很感动,另外,而,"6,3",False,false
张光仙很感动,22岁的儿子在意大利排名第六的美术学院读书,与,"6,22",False,false
张光仙很感动,学费也是她来付,而,"6,8",False,false
张光仙很感动,对妻子的付出和支持,因,"6,10",True,true
张光仙很感动,情人节,与,"6,4",False,false
张光仙很感动,大画家丈夫精心画了一幅牡丹送给她,由,"6,17",False,true
张光仙很感动,谢谢你,但,"6,4",False,false
张光仙很感动,真好看,当,"6,4",False,false
张光仙很感动,比玫瑰花有意义多了,总,"6,10",False,false
张光仙很感动,装裱一下可以保存很久,但,"6,11",False,false
张光仙很感动,石霞幸福地笑了,而,"6,8",False,false
这都让我无比自豪和欣慰,亲爱的涵涵看到你一天天长大,但,"11,14",True,false
这都让我无比自豪和欣慰,从只会哭到开口喊爸爸,但,"11,11",True,false
这都让我无比自豪和欣慰,我开始变得贪心,但,"11,8",False,false
这都让我无比自豪和欣慰,甚至希望能见证你人生的每一时刻,而,"11,16",False,false
这都让我无比自豪和欣慰,现在我只盼时间慢一点,但,"11,11",False,false
这都让我无比自豪和欣慰,而我再抓紧一点,因,"11,8",False,true
这都让我无比自豪和欣慰,这样给予你更多的爱,就,"11,10",False,false
这都让我无比自豪和欣慰,就像歌里唱的那样,但,"11,9",False,false
这都让我无比自豪和欣慰,谢谢你,但,"11,4",False,false
这都让我无比自豪和欣慰,我的小怪物,而,"11,6",False,false
这都让我无比自豪和欣慰,你是我写过的最美的情书,而,"11,12",False,false
这都让我无比自豪和欣慰,爸爸也不知道能否陪你一生看日出,而,"11,16",False,false
这都让我无比自豪和欣慰,不管,但,"11,3",False,false
这都让我无比自豪和欣慰,最后爸爸去了哪里,但,"11,9",False,false
这都让我无比自豪和欣慰,请记得爸爸是你一生的大树,但,"11,13",False,false
她仍心有余悸,回忆起前日的事,却,"6,8",True,false
她仍心有余悸,前日18时许,但,"6,7",False,false
她仍心有余悸,李雪下班骑着电瓶车行至牡丹大道十字路口时,当,"6,21",False,false
她仍心有余悸,与一辆电瓶车迎面相撞后当即倒地,但,"6,16",False,false
她仍心有余悸,又冷又紧张,但,"6,6",False,false
她仍心有余悸,身体完全动弹不了,但,"6,9",False,false
她仍心有余悸,事发生后,故,"6,5",False,true
她仍心有余悸,现场很快聚集了很多人,但,"6,11",False,false
她仍心有余悸,但是没有人上前帮助李雪,但,"6,12",False,false
她仍心有余悸,直到杨治川出现,但,"6,8",False,false
反而有些无奈,昨日上午11时许,而,"6,9",False,false
反而有些无奈,成都商报记者来到自贡市东方广场,但,"6,16",False,false
反而有些无奈,见到了甘蔗西施的父亲陈实化名,却,"6,15",False,false
反而有些无奈,对于女儿小轩在网络上走红,而,"6,13",True,false
反而有些无奈,陈实化名并不感到高兴,但,"6,11",False,false
反而有些无奈,陈实说,但,"6,4",False,false
反而有些无奈,七八年前,但,"6,5",False,false
反而有些无奈,他和妻子相继下岗,而,"6,9",False,false
反而有些无奈,为了维持生计开起了奶茶店,但,"6,13",False,false
反而有些无奈,小轩很懂事,而,"6,6",False,false
反而有些无奈,自初中开始,但,"6,6",False,false
反而有些无奈,就利用假期到店里帮忙,但,"6,11",False,false
感动了许许多多的人,每一位感动中国年度人物,而,"9,12",False,false
感动了许许多多的人,都以他们的人格力量震撼着我们的心灵,但,"9,18",False,false
感动了许许多多的人,现年92岁的烟台老人刘盛兰,而,"9,14",False,false
感动了许许多多的人,从1996年就开始拾荒助学,但,"9,14",False,false
感动了许许多多的人,18年来,但,"9,5",False,false
感动了许许多多的人,他靠拾荒所得10多万元资助了全国上百名贫困学生,而,"9,24",True,false
感动了许许多多的人,他最奢侈的消费是花180元订了一份报村里有人说,但,"9,24",False,false
感动了许许多多的人,刘盛兰是个颇有想法的能人,但,"9,13",False,false
反而让宁位梅很担忧,宁位梅觉得,而,"9,6",False,false
反而让宁位梅很担忧,一个人照顾自闭症儿子,却,"9,11",False,false
反而让宁位梅很担忧,对她来说的确十分辛苦,但,"9,11",False,false
反而让宁位梅很担忧,如今,而,"9,3",False,false
反而让宁位梅很担忧,儿子越大越感觉力不从心已经年满14岁的乐乐,但,"9,22",False,false
反而让宁位梅很担忧,个子高达1.78米,但,"9,10",False,false
反而让宁位梅很担忧,体重也有138斤,但,"9,9",False,false
反而让宁位梅很担忧,乐乐有如18岁成人的高大体型,而,"9,15",True,false
反而让宁位梅很担忧,儿子有点儿暴力倾向,但,"9,10",False,false
反而让宁位梅很担忧,宁位梅小声说道,而,"9,8",False,false
反而让宁位梅很担忧,就前天在动物园公交站,但,"9,11",False,false
反而让宁位梅很担忧,儿子就打了她几巴掌,但,"9,10",False,false
更多的是难以在家尽孝的遗憾,说起父母为自己扫雪的场景,当,"13,13",False,false
更多的是难以在家尽孝的遗憾,彭彩琴眼中有泪花闪烁,而,"13,11",False,false
更多的是难以在家尽孝的遗憾,父母都60多岁了,而,"13,9",False,false
更多的是难以在家尽孝的遗憾,30里的山路呢,就,"13,8",False,false
更多的是难以在家尽孝的遗憾,她说,但,"13,3",False,false
更多的是难以在家尽孝的遗憾,当自己脚下踩着父母扫出的山路到火车站时,而,"13,20",False,false
更多的是难以在家尽孝的遗憾,内心翻涌着的不仅仅是感动,而,"13,13",False,false
正当绝望时,前天下午,当,"5,5",False,false
正当绝望时,家住宁波江东东柳的小郑化名在鼓楼逛街时,当,"5,20",False,false
正当绝望时,钱包莫名其妙不见了,但,"5,10",True,false
正当绝望时,包内现金不多但都是些重要的证件,而,"5,16",False,false
正当绝望时,一位好心人将钱包送了回来,但,"5,13",False,false
正当绝望时,小郑没有想到,但,"5,7",False,false
正当绝望时,好心人是一位才来到宁波三天的贵州大哥,而,"5,19",False,false
正当绝望时,冒着寒风,却,"5,5",False,false
正当绝望时,在陌生的城市,而,"5,7",False,false
正当绝望时,一路询问了半天,就,"5,8",False,false
正当绝望时,徒步走了五六公里送上门来,就,"5,13",False,false
正当绝望时,女孩将此事发在了微博上,而,"5,12",False,false
感动的同时,前天下午,与,"5,5",False,false
感动的同时,家住宁波江东东柳的小郑化名在鼓楼逛街时,当,"5,20",False,false
感动的同时,钱包莫名其妙不见了,但,"5,10",False,false
感动的同时,包内现金不多但都是些重要的证件,而,"5,16",False,false
感动的同时,一位好心人将钱包送了回来,当,"5,13",False,false
感动的同时,小郑没有想到,但,"5,7",False,false
感动的同时,好心人是一位才来到宁波三天的贵州大哥,而,"5,19",False,false
感动的同时,冒着寒风,就,"5,5",False,false
感动的同时,在陌生的城市,而,"5,7",False,false
感动的同时,一路询问了半天,就,"5,8",False,false
感动的同时,徒步走了五六公里送上门来,就,"5,13",True,false
感动的同时,女孩将此事发在了微博上,而,"5,12",False,false
觉得很开心,我买的是硬座票,但,"5,8",False,false
觉得很开心,列车长过来说让我去卧铺席,但,"5,13",False,false
觉得很开心,我没去,但,"5,4",False,false
觉得很开心,那边没人聊天,但,"5,7",False,false
觉得很开心,太孤单了,就,"5,5",False,false
觉得很开心,就拒绝了,但,"5,5",False,false
觉得很开心,然后靠窗的乘客就把窗户边的位置让给了我,但,"5,20",False,false
觉得很开心,这样我可以趴着睡会觉,就,"5,11",False,false
觉得很开心,张立祥说,但,"5,5",False,false
觉得很开心,在家就很冷清,但,"5,7",False,false
觉得很开心,难得车上这么多人聊天,但,"5,11",True,false
觉得很开心,张立祥坐的是南京到成都的K290次列车,而,"5,20",False,false
觉得很开心,2月3日又在成都转乘K9445次列车,但,"5,19",False,false
觉得很开心,并于年初五早上六点多到达宜宾车站,但,"5,17",False,false
很惊讶,张立祥的女儿张红接到车站打来的电话时,当,"3,19",True,false
很惊讶,她疑惑,但,"3,4",False,false
很惊讶,父亲年纪那么大,但,"3,8",False,false
很惊讶,腿脚又不方,但,"3,6",False,false
很惊讶,还坐着轮椅,但,"3,6",False,false
很惊讶,拄着拐杖,但,"3,5",False,false
很惊讶,他怎么可能出现在宜宾车站,但,"3,13",False,false
很惊讶,当天下午两点多,而,"3,8",False,false
很惊讶,女儿带着两个月大的孩子出现在张立祥老人面前时,当,"3,23",False,false
很惊讶,双泪纵横,却,"3,5",False,false
很惊讶,火车站工作人员将一家人送上汽车,由,"3,16",False,true
很惊讶,父女俩再三表示感谢,但,"3,10",False,false
亲情真是令人感动,很多网友在网络上得知此事无不为之动容,而,"8,19",False,false
