section,emo_clause_index,cau_candidate_index,emotion_clause,cause_candidate,conn,correctness,is_cause_conn
418,8,4,笔者不能不为女子的死而深感悲哀,甚至怀疑孩子不是自己亲生,但,False,false
418,8,5,笔者不能不为女子的死而深感悲哀,以至于争争吵吵好多年,就,False,false
418,8,6,笔者不能不为女子的死而深感悲哀,最终闹出人命,但,False,false
418,8,7,笔者不能不为女子的死而深感悲哀,说到此处,就,False,false
418,8,9,笔者不能不为女子的死而深感悲哀,也不能不为这个丈夫的愚昧与无知感到奇葩至极,但,False,false
418,8,10,笔者不能不为女子的死而深感悲哀,怪不得那些卖淫的小姐们,更,False,false
418,8,11,笔者不能不为女子的死而深感悲哀,为了满足一些另类人群的处女欲,而,False,false
418,8,12,笔者不能不为女子的死而深感悲哀,以假乱真,但,False,false
418,8,13,笔者不能不为女子的死而深感悲哀,用鸽子血来骗得上万元的贞操费,却,False,false
418,8,8,笔者不能不为女子的死而深感悲哀,笔者不能不为女子的死而深感悲哀,但,True,false
419,11,1,这让小芳羞愧难当,2月11日,但,False,false
419,11,2,这让小芳羞愧难当,芷江女生小芳突然接到朋友电话,而,False,false
419,11,3,这让小芳羞愧难当,出大事了,就,False,false
419,11,4,这让小芳羞愧难当,朋友没有细说,但,False,false
419,11,5,这让小芳羞愧难当,只是叫小芳打开电脑自己查看,就,False,false
419,11,6,这让小芳羞愧难当,登录QQ后,因,False,true
419,11,7,这让小芳羞愧难当,小芳看到多个聊天群正在闪动,当,False,false
419,11,8,这让小芳羞愧难当,点开一看吓了一跳,但,False,false
419,11,9,这让小芳羞愧难当,竟是有人PS她的不雅照发在群里,但,True,false
419,11,10,这让小芳羞愧难当,群里都是小芳的朋友和熟人,而,False,false
419,11,12,这让小芳羞愧难当,随后,但,False,false
419,11,13,这让小芳羞愧难当,小芳立刻报警,而,False,false
419,11,11,这让小芳羞愧难当,这让小芳羞愧难当,而,False,false
420,5,1,他觉得特别感动,邛崃临邛镇蜚虹社区的李勇也是一名高位截瘫病人,而,False,false
420,5,2,他觉得特别感动,去年他曾通过成都商报开通热线求聊天,而,False,false
420,5,3,他觉得特别感动,交到不少朋友,更,False,false
420,5,4,他觉得特别感动,从病友处听到阎红波和杨娜的事后,但,True,false
420,5,6,他觉得特别感动,于是拨打了成都商报热线,就,False,false
420,5,5,他觉得特别感动,他觉得特别感动,但,False,false
421,11,1,我会用一生去感激他,经过三个月的治疗,但,False,false
421,11,2,我会用一生去感激他,文静出院了,但,False,false
421,11,3,我会用一生去感激他,王刚又将她接到了家中,但,False,false
421,11,4,我会用一生去感激他,为文静做饭喂饭给疤痕上药,因,False,true
421,11,5,我会用一生去感激他,文静的上肢功能没有得到恢复,但,False,false
421,11,6,我会用一生去感激他,无法进行屈伸,但,False,false
421,11,7,我会用一生去感激他,晚上睡觉只能张开上肢,但,False,false
421,11,8,我会用一生去感激他,为了让她安稳睡觉,就,False,false
421,11,9,我会用一生去感激他,王刚一直睡在卧室的地板上,但,False,false
421,11,10,我会用一生去感激他,王刚为我付出得太多了,但,True,false
421,11,12,我会用一生去感激他,采访中,但,False,false
421,11,13,我会用一生去感激他,文静忍不住哭出了声来,而,False,false
421,11,11,我会用一生去感激他,我会用一生去感激他,但,False,false
422,3,1,心里十分害怕,李春霞说,但,False,false
422,3,2,心里十分害怕,看着丈夫的病情一天天恶化,但,True,false
422,3,4,心里十分害怕,然而,虽,False,false
422,3,5,心里十分害怕,再多的努力也未能控制米全的病情,但,False,false
422,3,6,心里十分害怕,1999年刚过,而,False,false
422,3,7,心里十分害怕,米全就坐上了轮椅,但,False,false
422,3,8,心里十分害怕,原本以为,但,False,false
422,3,9,心里十分害怕,家中有三个病人已经是极限了,但,False,false
422,3,10,心里十分害怕,然而,虽,False,false
422,3,11,心里十分害怕,李春霞的公公又被查出膀胱癌,而,False,false
422,3,3,心里十分害怕,心里十分害怕,但,False,false
423,5,1,李春霞十分感动,我们结婚吧,当,False,false
423,5,2,李春霞十分感动,这样别人再问,就,False,false
423,5,3,李春霞十分感动,你就有身份了,但,False,false
423,5,4,李春霞十分感动,看到桓江为自己和家人奔走忙碌,当,True,false
423,5,6,李春霞十分感动,桓江当即表态,苟,False,false
423,5,7,李春霞十分感动,会和李春霞一起照顾米全,就,False,false
423,5,8,李春霞十分感动,绝不离弃,但,False,false
423,5,9,李春霞十分感动,2011年5月31日,但,False,false
423,5,10,李春霞十分感动,李春霞与桓江正式登记结婚,当,False,false
423,5,5,李春霞十分感动,李春霞十分感动,而,False,false
424,8,1,他一直很内疚,老罗今年50岁了,而,False,false
424,8,2,他一直很内疚,再过10年就退休,但,False,false
424,8,3,他一直很内疚,他说到时候想给妻子补办一场迟到的婚礼,但,False,false
424,8,4,他一直很内疚,原来18年前,但,False,false
424,8,5,他一直很内疚,他和妻子结婚时两人身上的积蓄只有80元,当,False,false
424,8,6,他一直很内疚,结婚仪式就是到民政局领证,而,False,false
424,8,7,他一直很内疚,连婚戒都买不起,却,True,false
424,8,9,他一直很内疚,2011年,由,False,true
424,8,10,他一直很内疚,他在扫街时看到一个路边摊,当,False,false
424,8,11,他一直很内疚,相中一款戒指,更,False,false
424,8,12,他一直很内疚,40元,由,False,true
424,8,13,他一直很内疚,他犹豫了十几分钟,但,False,false
424,8,14,他一直很内疚,花80元钱买了两个,就,False,false
424,8,15,他一直很内疚,这婚戒迟到了15年,但,False,false
424,8,8,他一直很内疚,他一直很内疚,但,False,false
425,12,1,特别后悔当初没有带上同样喜欢骑行的女友,两年前,而,False,false
425,12,2,特别后悔当初没有带上同样喜欢骑行的女友,他和蕾热恋时,当,False,false
425,12,3,特别后悔当初没有带上同样喜欢骑行的女友,曾独自骑行滇藏线,更,False,false
425,12,4,特别后悔当初没有带上同样喜欢骑行的女友,从丽江出发的每一个晚上,而,False,false
425,12,5,特别后悔当初没有带上同样喜欢骑行的女友,蕾都会打来电话,当,False,false
425,12,6,特别后悔当初没有带上同样喜欢骑行的女友,给予他贴心的关怀,更,False,false
425,12,7,特别后悔当初没有带上同样喜欢骑行的女友,两人无话不说,而,False,false
425,12,8,特别后悔当初没有带上同样喜欢骑行的女友,开心快乐,就,False,false
425,12,9,特别后悔当初没有带上同样喜欢骑行的女友,分手后,而,False,false
425,12,10,特别后悔当初没有带上同样喜欢骑行的女友,他地重游,与,False,false
425,12,11,特别后悔当初没有带上同样喜欢骑行的女友,想起许多往事,却,False,false
425,12,13,特别后悔当初没有带上同样喜欢骑行的女友,2012年,由,False,true
425,12,14,特别后悔当初没有带上同样喜欢骑行的女友,异地问题,因,False,true
425,12,15,特别后悔当初没有带上同样喜欢骑行的女友,两人发生了口角,但,False,false
425,12,16,特别后悔当初没有带上同样喜欢骑行的女友,为时半年的爱情宣布结束,而,False,false
425,12,12,特别后悔当初没有带上同样喜欢骑行的女友,特别后悔当初没有带上同样喜欢骑行的女友,但,True,false
426,12,1,这让小冯激动不已,2012年,由,False,true
426,12,2,这让小冯激动不已,异地问题,而,False,false
426,12,3,这让小冯激动不已,两人发生了口角,但,False,false
426,12,4,这让小冯激动不已,为时半年的爱情宣布结束,而,False,false
426,12,5,这让小冯激动不已,小冯事后虽后悔,但,False,false
426,12,6,这让小冯激动不已,却始终放不下面子来主动联系蕾,但,False,false
426,12,7,这让小冯激动不已,一年来,但,False,false
426,12,8,这让小冯激动不已,只是默默地关注她的微博,但,False,false
426,12,9,这让小冯激动不已,去年6月,更,False,false
426,12,10,这让小冯激动不已,蕾选择离开深圳,若,False,false
426,12,11,这让小冯激动不已,来到广州发展,而,True,false
426,12,13,这让小冯激动不已,困扰他和蕾之间的异地问题出现转机,而,False,false
426,12,12,这让小冯激动不已,这让小冯激动不已,而,False,false
427,13,1,心情很郁闷,黄某立马被控制,而,False,false
427,13,2,心情很郁闷,很快,但,False,false
427,13,3,心情很郁闷,黄某承认人是他杀的,但,False,false
427,13,4,心情很郁闷,此时,而,False,false
427,13,5,心情很郁闷,距小余被害仅过去2小时,但,False,false
427,13,6,心情很郁闷,据查,但,False,false
427,13,7,心情很郁闷,黄某22岁,而,False,false
427,13,8,心情很郁闷,永泰人,故,False,true
427,13,9,心情很郁闷,他杀死女孩后试图割腕自杀黄某说,但,False,false
427,13,10,心情很郁闷,他在一家餐馆打工,但,False,false
427,13,11,心情很郁闷,负责杀鱼等,但,False,false
427,13,12,心情很郁闷,年前和女朋友分手,当,True,false
427,13,13,心情很郁闷,心情很郁闷,但,False,false
428,4,1,心里更加郁闷,昨天凌晨1点左右,而,False,false
428,4,2,心里更加郁闷,他通过网络招嫖,而,False,false
428,4,3,心里更加郁闷,结果被骗了800元,但,True,false
428,4,5,心里更加郁闷,产生了报复女性的念头,就,False,false
428,4,6,心里更加郁闷,黄某告诉民警,但,False,false
428,4,7,心里更加郁闷,在房间里喝完闷酒,就,False,false
428,4,8,心里更加郁闷,他下楼准备闲逛,当,False,false
428,4,9,心里更加郁闷,漆黑的小巷中,而,False,false
428,4,10,心里更加郁闷,隐约看到走过来一名年轻女子,却,False,false
428,4,11,心里更加郁闷,黄某说,但,False,false
428,4,12,心里更加郁闷,他心里猛地产生一种冲动,但,False,false
428,4,13,心里更加郁闷,立刻冲上前,就,False,false
428,4,14,心里更加郁闷,将女孩打晕,却,False,false
428,4,4,心里更加郁闷,心里更加郁闷,但,False,false
429,14,1,他非常担心,金医生说,但,False,false
429,14,2,他非常担心,目前,而,False,false
429,14,3,他非常担心,胡向红受伤的食指康复后,当,False,false
429,14,4,他非常担心,不会影响自理能力,但,False,false
429,14,5,他非常担心,但内固定康复要好一些,但,False,false
429,14,6,他非常担心,现在伤口已经缝合,但,False,false
429,14,7,他非常担心,如果再次手术将造成二次损伤,但,False,false
429,14,8,他非常担心,劈柴伤手,因,False,true
429,14,9,他非常担心,只为给老伴做口饭下午6点半,但,False,false
429,14,10,他非常担心,记者跟着胡开庆来到他在郑店街涂洲村的家,但,False,false
429,14,11,他非常担心,路上胡开庆说,但,False,false
429,14,12,他非常担心,现在他父亲已经到肺结核晚期了,而,True,false
429,14,13,他非常担心,母亲又受伤,而,True,false
429,14,15,他非常担心,胡向红一下车,但,False,false
429,14,16,他非常担心,就径直走进了丈夫胡学江的房间,但,False,false
429,14,17,他非常担心,记者还没进门就听到屋内传来的咳嗽声,但,False,false
429,14,18,他非常担心,走进胡学江的卧室,当,False,false
429,14,19,他非常担心,看到他面容憔悴地躺在床上,当,False,false
429,14,20,他非常担心,十分的瘦弱,但,False,false
429,14,14,他非常担心,他非常担心,但,False,false
430,8,1,男生小孙也很后悔,可偏偏有个男生同学竟然点了个赞,但,True,false
430,8,2,男生小孙也很后悔,把她气死了,就,False,false
430,8,3,男生小孙也很后悔,以前两人关系还不错,但,False,false
430,8,4,男生小孙也很后悔,她实在不明白对方怎么想的,但,False,false
430,8,5,男生小孙也很后悔,她给那男生打个电话,但,False,false
430,8,6,男生小孙也很后悔,果断绝交,就,False,false
430,8,7,男生小孙也很后悔,对此,但,False,false
430,8,8,男生小孙也很后悔,男生小孙也很后悔,而,False,false
431,9,1,十分后悔,他说,但,False,false
431,9,2,十分后悔,其实他是点赞族,但,False,false
431,9,3,十分后悔,经常在微博里微信里随手点赞,但,False,false
431,9,4,十分后悔,有时会获得商家一些小礼物,但,False,false
431,9,5,十分后悔,比如电影票等,就,False,false
431,9,6,十分后悔,久之,而,False,false
431,9,7,十分后悔,他习惯了挨个点赞,但,False,false
431,9,8,十分后悔,那次点完才看到内容,但,True,false
431,9,10,十分后悔,事后,故,False,true
431,9,11,十分后悔,小邱打电话来质问,但,False,false
431,9,12,十分后悔,他赶紧道歉,但,False,false
431,9,13,十分后悔,可小邱不原谅他,但,False,false
431,9,9,十分后悔,十分后悔,但,False,false
432,9,1,张光仙很感动,去年,而,False,false
432,9,2,张光仙很感动,他决定赴京脱产一年读清华大学的全国美术理论研究与书画创作高级研修班,但,False,false
432,9,3,张光仙很感动,房租学费生活费要五六万,但,False,false
432,9,4,张光仙很感动,全靠妻子经营装裱店来支持,但,False,false
432,9,5,张光仙很感动,另外,而,False,false
432,9,6,张光仙很感动,22岁的儿子在意大利排名第六的美术学院读书,与,False,false
432,9,7,张光仙很感动,学费也是她来付,而,False,false
432,9,8,张光仙很感动,对妻子的付出和支持,因,True,true
432,9,10,张光仙很感动,情人节,与,False,false
432,9,11,张光仙很感动,大画家丈夫精心画了一幅牡丹送给她,由,False,true
432,9,12,张光仙很感动,谢谢你,但,False,false
432,9,13,张光仙很感动,真好看,当,False,false
432,9,14,张光仙很感动,比玫瑰花有意义多了,总,False,false
432,9,15,张光仙很感动,装裱一下可以保存很久,但,False,false
432,9,16,张光仙很感动,石霞幸福地笑了,而,False,false
432,9,9,张光仙很感动,张光仙很感动,而,False,false
433,3,1,这都让我无比自豪和欣慰,亲爱的涵涵看到你一天天长大,但,True,false
433,3,2,这都让我无比自豪和欣慰,从只会哭到开口喊爸爸,但,True,false
433,3,4,这都让我无比自豪和欣慰,我开始变得贪心,但,False,false
433,3,5,这都让我无比自豪和欣慰,甚至希望能见证你人生的每一时刻,而,False,false
433,3,6,这都让我无比自豪和欣慰,现在我只盼时间慢一点,但,False,false
433,3,7,这都让我无比自豪和欣慰,而我再抓紧一点,因,False,true
433,3,8,这都让我无比自豪和欣慰,这样给予你更多的爱,就,False,false
433,3,9,这都让我无比自豪和欣慰,就像歌里唱的那样,但,False,false
433,3,10,这都让我无比自豪和欣慰,谢谢你,但,False,false
433,3,11,这都让我无比自豪和欣慰,我的小怪物,而,False,false
433,3,12,这都让我无比自豪和欣慰,你是我写过的最美的情书,而,False,false
433,3,13,这都让我无比自豪和欣慰,爸爸也不知道能否陪你一生看日出,而,False,false
433,3,14,这都让我无比自豪和欣慰,不管,但,False,false
433,3,15,这都让我无比自豪和欣慰,最后爸爸去了哪里,但,False,false
433,3,16,这都让我无比自豪和欣慰,请记得爸爸是你一生的大树,但,False,false
433,3,3,这都让我无比自豪和欣慰,这都让我无比自豪和欣慰,而,False,false
434,2,1,她仍心有余悸,回忆起前日的事,却,True,false
434,2,3,她仍心有余悸,前日18时许,但,False,false
434,2,4,她仍心有余悸,李雪下班骑着电瓶车行至牡丹大道十字路口时,当,False,false
434,2,5,她仍心有余悸,与一辆电瓶车迎面相撞后当即倒地,但,False,false
434,2,6,她仍心有余悸,又冷又紧张,但,False,false
434,2,7,她仍心有余悸,身体完全动弹不了,但,False,false
434,2,8,她仍心有余悸,事发生后,故,False,true
434,2,9,她仍心有余悸,现场很快聚集了很多人,但,False,false
434,2,10,她仍心有余悸,但是没有人上前帮助李雪,但,False,false
434,2,11,她仍心有余悸,直到杨治川出现,但,False,false
434,2,2,她仍心有余悸,她仍心有余悸,但,False,false
435,6,1,反而有些无奈,昨日上午11时许,而,False,false
435,6,2,反而有些无奈,成都商报记者来到自贡市东方广场,但,False,false
435,6,3,反而有些无奈,见到了甘蔗西施的父亲陈实化名,却,False,false
435,6,4,反而有些无奈,对于女儿小轩在网络上走红,而,True,false
435,6,5,反而有些无奈,陈实化名并不感到高兴,但,False,false
435,6,7,反而有些无奈,陈实说,但,False,false
435,6,8,反而有些无奈,七八年前,但,False,false
435,6,9,反而有些无奈,他和妻子相继下岗,而,False,false
435,6,10,反而有些无奈,为了维持生计开起了奶茶店,但,False,false
435,6,11,反而有些无奈,小轩很懂事,而,False,false
435,6,12,反而有些无奈,自初中开始,但,False,false
435,6,13,反而有些无奈,就利用假期到店里帮忙,但,False,false
435,6,6,反而有些无奈,反而有些无奈,但,False,false
436,7,1,感动了许许多多的人,每一位感动中国年度人物,而,False,false
436,7,2,感动了许许多多的人,都以他们的人格力量震撼着我们的心灵,但,False,false
436,7,3,感动了许许多多的人,现年92岁的烟台老人刘盛兰,而,False,false
436,7,4,感动了许许多多的人,从1996年就开始拾荒助学,但,False,false
436,7,5,感动了许许多多的人,18年来,但,False,false
436,7,6,感动了许许多多的人,他靠拾荒所得10多万元资助了全国上百名贫困学生,而,True,false
436,7,8,感动了许许多多的人,他最奢侈的消费是花180元订了一份报村里有人说,但,False,false
436,7,9,感动了许许多多的人,刘盛兰是个颇有想法的能人,但,False,false
436,7,7,感动了许许多多的人,感动了许许多多的人,更,False,false
437,9,1,反而让宁位梅很担忧,宁位梅觉得,而,False,false
437,9,2,反而让宁位梅很担忧,一个人照顾自闭症儿子,却,False,false
437,9,3,反而让宁位梅很担忧,对她来说的确十分辛苦,但,False,false
437,9,4,反而让宁位梅很担忧,如今,而,False,false
437,9,5,反而让宁位梅很担忧,儿子越大越感觉力不从心已经年满14岁的乐乐,但,False,false
437,9,6,反而让宁位梅很担忧,个子高达1.78米,但,False,false
437,9,7,反而让宁位梅很担忧,体重也有138斤,但,False,false
437,9,8,反而让宁位梅很担忧,乐乐有如18岁成人的高大体型,而,True,false
437,9,10,反而让宁位梅很担忧,儿子有点儿暴力倾向,但,False,false
437,9,11,反而让宁位梅很担忧,宁位梅小声说道,而,False,false
437,9,12,反而让宁位梅很担忧,就前天在动物园公交站,但,False,false
437,9,13,反而让宁位梅很担忧,儿子就打了她几巴掌,但,False,false
437,9,9,反而让宁位梅很担忧,反而让宁位梅很担忧,但,False,false
438,8,1,更多的是难以在家尽孝的遗憾,说起父母为自己扫雪的场景,当,False,false
438,8,2,更多的是难以在家尽孝的遗憾,彭彩琴眼中有泪花闪烁,而,False,false
438,8,3,更多的是难以在家尽孝的遗憾,父母都60多岁了,而,False,false
438,8,4,更多的是难以在家尽孝的遗憾,30里的山路呢,就,False,false
438,8,5,更多的是难以在家尽孝的遗憾,她说,但,False,false
438,8,6,更多的是难以在家尽孝的遗憾,当自己脚下踩着父母扫出的山路到火车站时,而,False,false
438,8,7,更多的是难以在家尽孝的遗憾,内心翻涌着的不仅仅是感动,而,False,false
438,8,8,更多的是难以在家尽孝的遗憾,更多的是难以在家尽孝的遗憾,而,True,false
439,5,1,正当绝望时,前天下午,当,False,false
439,5,2,正当绝望时,家住宁波江东东柳的小郑化名在鼓楼逛街时,当,False,false
439,5,3,正当绝望时,钱包莫名其妙不见了,但,True,false
439,5,4,正当绝望时,包内现金不多但都是些重要的证件,而,False,false
439,5,6,正当绝望时,一位好心人将钱包送了回来,但,False,false
439,5,7,正当绝望时,小郑没有想到,但,False,false
439,5,8,正当绝望时,好心人是一位才来到宁波三天的贵州大哥,而,False,false
439,5,9,正当绝望时,冒着寒风,却,False,false
439,5,10,正当绝望时,在陌生的城市,而,False,false
439,5,11,正当绝望时,一路询问了半天,就,False,false
439,5,12,正当绝望时,徒步走了五六公里送上门来,就,False,false
439,5,14,正当绝望时,女孩将此事发在了微博上,而,False,false
439,5,5,正当绝望时,正当绝望时,但,False,false
439,13,1,感动的同时,前天下午,与,False,false
439,13,2,感动的同时,家住宁波江东东柳的小郑化名在鼓楼逛街时,当,False,false
439,13,3,感动的同时,钱包莫名其妙不见了,但,False,false
439,13,4,感动的同时,包内现金不多但都是些重要的证件,而,False,false
439,13,6,感动的同时,一位好心人将钱包送了回来,当,False,false
439,13,7,感动的同时,小郑没有想到,但,False,false
439,13,8,感动的同时,好心人是一位才来到宁波三天的贵州大哥,而,False,false
439,13,9,感动的同时,冒着寒风,就,False,false
439,13,10,感动的同时,在陌生的城市,而,False,false
439,13,11,感动的同时,一路询问了半天,就,False,false
439,13,12,感动的同时,徒步走了五六公里送上门来,就,True,false
439,13,14,感动的同时,女孩将此事发在了微博上,而,False,false
439,13,13,感动的同时,感动的同时,当,False,false
441,12,1,觉得很开心,我买的是硬座票,但,False,false
441,12,2,觉得很开心,列车长过来说让我去卧铺席,但,False,false
441,12,3,觉得很开心,我没去,但,False,false
441,12,4,觉得很开心,那边没人聊天,但,False,false
441,12,5,觉得很开心,太孤单了,就,False,false
441,12,6,觉得很开心,就拒绝了,但,False,false
441,12,7,觉得很开心,然后靠窗的乘客就把窗户边的位置让给了我,但,False,false
441,12,8,觉得很开心,这样我可以趴着睡会觉,就,False,false
441,12,9,觉得很开心,张立祥说,但,False,false
441,12,10,觉得很开心,在家就很冷清,但,False,false
441,12,11,觉得很开心,难得车上这么多人聊天,但,True,false
441,12,13,觉得很开心,张立祥坐的是南京到成都的K290次列车,而,False,false
441,12,14,觉得很开心,2月3日又在成都转乘K9445次列车,但,False,false
441,12,15,觉得很开心,并于年初五早上六点多到达宜宾车站,但,False,false
441,12,12,觉得很开心,觉得很开心,就,False,false
442,2,1,很惊讶,张立祥的女儿张红接到车站打来的电话时,当,True,false
442,2,3,很惊讶,她疑惑,但,False,false
442,2,4,很惊讶,父亲年纪那么大,但,False,false
442,2,5,很惊讶,腿脚又不方,但,False,false
442,2,6,很惊讶,还坐着轮椅,但,False,false
442,2,7,很惊讶,拄着拐杖,但,False,false
442,2,8,很惊讶,他怎么可能出现在宜宾车站,但,False,false
442,2,9,很惊讶,当天下午两点多,而,False,false
442,2,10,很惊讶,女儿带着两个月大的孩子出现在张立祥老人面前时,当,False,false
442,2,11,很惊讶,双泪纵横,却,False,false
442,2,12,很惊讶,火车站工作人员将一家人送上汽车,由,False,true
442,2,13,很惊讶,父女俩再三表示感谢,但,False,false
442,2,2,很惊讶,很惊讶,但,False,false
443,8,1,亲情真是令人感动,很多网友在网络上得知此事无不为之动容,而,False,false
443,8,2,亲情真是令人感动,大家在微博留言中表示,而,False,false
443,8,3,亲情真是令人感动,千里探亲的轮椅老人,与,False,false
443,8,4,亲情真是令人感动,让人对父母的爱有了更多的回味,更,False,false
443,8,5,亲情真是令人感动,也有了更多反思,但,False,false
443,8,6,亲情真是令人感动,大老远的去看女儿,就,False,false
443,8,7,亲情真是令人感动,好爸爸,当,False,false
443,8,9,亲情真是令人感动,——网友草帽人,而,False,false
443,8,8,亲情真是令人感动,亲情真是令人感动,但,True,false
444,9,1,自己表示厌恶,截至昨日晚上8时30分,而,False,false
444,9,2,自己表示厌恶,2.8万多名网友表示反对百合网的这一逼婚广告,而,False,false
444,9,3,自己表示厌恶,只有区区1200多人表示理解,但,False,false
444,9,4,自己表示厌恶,不少剩男剩女表示,但,False,false
444,9,5,自己表示厌恶,虽然自己现在还是单身,但,False,false
444,9,6,自己表示厌恶,对于婚姻家庭,但,False,false
444,9,7,自己表示厌恶,他们心中一直满怀渴望,但,False,false
444,9,8,自己表示厌恶,但是这种以亲情为名的逼婚,但,True,false
444,9,10,自己表示厌恶,并将坚决不从,但,False,false
444,9,9,自己表示厌恶,自己表示厌恶,当,False,false
445,5,1,让家人十分发愁,逼婚广告上电视27岁的小孟名校毕业,因,False,true
445,5,2,让家人十分发愁,在一家互联网公司从事产品运营相关的工作,而,False,false
445,5,3,让家人十分发愁,收入颇丰,但,False,false
445,5,4,让家人十分发愁,优秀的小孟迟迟没有交往到合适的男朋友,而,True,false
445,5,6,让家人十分发愁,大年三十晚上,如,False,false
445,5,7,让家人十分发愁,当小孟与家人共进年夜饭时,而,False,false
445,5,8,让家人十分发愁,百合网那则引起很大争议的广告在电视上开始了,而,False,false
445,5,5,让家人十分发愁,让家人十分发愁,就,False,false
446,11,1,让人听后感动不已,俗话说,但,False,false
446,11,2,让人听后感动不已,人留客是假留,故,False,true
446,11,3,让人听后感动不已,天留客才真心,当,False,false
446,11,4,让人听后感动不已,然而,当,False,false
446,11,5,让人听后感动不已,临近春节假期结束之际,当,False,false
446,11,6,让人听后感动不已,这场降雪在带给人们喜悦的同时,而,False,false
446,11,7,让人听后感动不已,也给返程的人们带来了不,但,False,false
446,11,8,让人听后感动不已,为了送在榆林上班的女儿顺利到火车站,但,False,false
446,11,9,让人听后感动不已,家住延安农村的一对年过花甲的夫妇,与,False,false
446,11,10,让人听后感动不已,竟然扫雪30里,但,True,false
446,11,11,让人听后感动不已,让人听后感动不已,更,False,false
447,8,1,担心我一个人不安全,她说,但,False,false
447,8,2,担心我一个人不安全,为了让自己顺利赶上7日15时的火车,但,False,false
447,8,3,担心我一个人不安全,早晨8时吃完饭,但,False,false
447,8,4,担心我一个人不安全,父母一人拿着扫帚一人扛着铁锹踏上了扫雪的送别路,而,False,false
447,8,5,担心我一个人不安全,我不让他们去,但,False,false
447,8,6,担心我一个人不安全,但是说什么都不听,但,False,false
447,8,7,担心我一个人不安全,他们说坑坑洼洼的山路不好走,但,False,false
447,8,9,担心我一个人不安全,说起父母为自己扫雪的场景,当,False,false
447,8,10,担心我一个人不安全,彭彩琴眼中有泪花闪烁,而,False,false
447,8,8,担心我一个人不安全,担心我一个人不安全,更,True,false
448,3,1,让陈小姐十分反感,去年过年,但,False,false
448,3,2,让陈小姐十分反感,家里安排相亲,由,True,true
448,3,4,让陈小姐十分反感,今年过年,但,False,false
448,3,5,让陈小姐十分反感,为照顾女儿情绪,因,False,true
448,3,6,让陈小姐十分反感,母亲竟和姨妈商量,但,False,false
448,3,7,让陈小姐十分反感,暗中安排了几场剧情式的偶遇相亲,更,False,false
448,3,8,让陈小姐十分反感,这让24岁的陈小姐哭笑不得长辈真是用心良苦啊,但,False,false
448,3,9,让陈小姐十分反感,再不找到男朋友,若,False,false
448,3,10,让陈小姐十分反感,我都觉得对不起她们,但,False,false
448,3,3,让陈小姐十分反感,让陈小姐十分反感,更,False,false
449,6,1,她却十分反感,陈小姐是襄阳人,而,False,false
449,6,2,她却十分反感,前年大学毕业后,而,False,false
449,6,3,她却十分反感,进入汉口某事业单位工作,因,False,true
449,6,4,她却十分反感,从去年春节开始,但,False,false
449,6,5,她却十分反感,母亲频繁帮她安排相亲,而,True,false
449,6,7,她却十分反感,尤其在相过几个没成之后,但,False,false
449,6,8,她却十分反感,只要母亲一提相亲的事,但,False,false
449,6,9,她却十分反感,母女俩总要吵一架,而,False,false
449,6,10,她却十分反感,陈小姐发现,当,False,false
449,6,11,她却十分反感,今年春节回家,但,False,false
449,6,12,她却十分反感,母亲完全没提相亲的事,但,False,false
449,6,13,她却十分反感,谁知,但,False,false
449,6,14,她却十分反感,母亲这次精心安排了有剧情的偶遇,而,False,false
449,6,6,她却十分反感,她却十分反感,但,False,false
450,3,1,但我很高兴很自豪,他在接受采访时说这是一个极其冒险的计划,但,False,false
450,3,2,但我很高兴很自豪,简直让你无法想象,但,False,false
450,3,4,但我很高兴很自豪,普兰特愿意嫁给我,但,True,false
450,3,5,但我很高兴很自豪,她现在就带着我送她的订婚戒指,而,False,false
450,3,6,但我很高兴很自豪,德雷尔与普兰特6年前在比利斯托尔大学上学时相识,但,False,false
450,3,7,但我很高兴很自豪,最初,但,False,false
450,3,8,但我很高兴很自豪,普兰特对男友的行为感到困惑,但,False,false
450,3,9,但我很高兴很自豪,但明白其求婚意图后,但,False,false
450,3,3,但我很高兴很自豪,但我很高兴很自豪,但,False,false
450,10,1,她感到惊喜不已,他在接受采访时说这是一个极其冒险的计划,但,False,false
450,10,2,她感到惊喜不已,简直让你无法想象,但,False,false
450,10,4,她感到惊喜不已,普兰特愿意嫁给我,但,False,false
450,10,5,她感到惊喜不已,她现在就带着我送她的订婚戒指,而,False,false
450,10,6,她感到惊喜不已,德雷尔与普兰特6年前在比利斯托尔大学上学时相识,由,False,true
450,10,7,她感到惊喜不已,最初,而,False,false
450,10,8,她感到惊喜不已,普兰特对男友的行为感到困惑,而,False,false
450,10,9,她感到惊喜不已,但明白其求婚意图后,但,True,false
450,10,10,她感到惊喜不已,她感到惊喜不已,当,False,false
452,11,1,乐心依然还是无法走出痛苦,失独母亲自述儿子去世前曾求爸妈再生一个孩子眼前这位母亲,当,False,false
452,11,2,乐心依然还是无法走出痛苦,网名叫乐心,而,False,false
452,11,3,乐心依然还是无法走出痛苦,可是在她的脸上我们却看不出一丝快乐,但,False,false
452,11,4,乐心依然还是无法走出痛苦,乐心说,但,False,false
452,11,5,乐心依然还是无法走出痛苦,曾经的她爱说爱笑,但,False,false
452,11,6,乐心依然还是无法走出痛苦,没事的时候还喜欢跳个舞,但,False,false
