section,emo_clause_index,cau_candidate_index,emotion_clause,cause_candidate,correctness
83,8,4,并希望通过本报向侯马市公安局向侯马志愿者团队向所有关心帮助他们全家寻找小鑫鑫的好心人表示感谢,孩子回来后不敢与陌生人说话,false
83,8,5,并希望通过本报向侯马市公安局向侯马志愿者团队向所有关心帮助他们全家寻找小鑫鑫的好心人表示感谢,比以前胆子小了许多,false
83,8,6,并希望通过本报向侯马市公安局向侯马志愿者团队向所有关心帮助他们全家寻找小鑫鑫的好心人表示感谢,他们会用全部的爱抚慰孩子幼小的心灵,false
83,8,7,并希望通过本报向侯马市公安局向侯马志愿者团队向所有关心帮助他们全家寻找小鑫鑫的好心人表示感谢,让孩子更健康更阳光地成长,false
83,8,8,并希望通过本报向侯马市公安局向侯马志愿者团队向所有关心帮助他们全家寻找小鑫鑫的好心人表示感谢,并希望通过本报向侯马市公安局向侯马志愿者团队向所有关心帮助他们全家寻找小鑫鑫的好心人表示感谢,true
84,3,1,让人心生敬仰,蜗居在山半腰的111岁和维瑞与105岁李进初,false
84,3,2,让人心生敬仰,两位百岁老人百年好合的爱情事,true
84,3,3,让人心生敬仰,让人心生敬仰,false
84,3,4,让人心生敬仰,情人节和春节的临近,false
84,3,5,让人心生敬仰,社会爱心人士也纷纷上门探望慰问这对百岁夫妻并送上节日祝福,false
85,2,1,让整日躺在躺椅上的李进初心生欢喜,志愿者送来的一支玫瑰,true
85,2,2,让整日躺在躺椅上的李进初心生欢喜,让整日躺在躺椅上的李进初心生欢喜,false
85,2,3,让整日躺在躺椅上的李进初心生欢喜,腼腆接过,false
85,2,4,让整日躺在躺椅上的李进初心生欢喜,然后默默无语地送给了一旁安静坐着的妻子和维瑞,false
85,2,5,让整日躺在躺椅上的李进初心生欢喜,艳红的玫瑰,false
85,2,6,让整日躺在躺椅上的李进初心生欢喜,让两位百岁老人都激动起来,false
85,2,7,让整日躺在躺椅上的李进初心生欢喜,两手枯瘦的手紧紧地握在了一起,false
85,6,1,让两位百岁老人都激动起来,志愿者送来的一支玫瑰,false
85,6,2,让两位百岁老人都激动起来,让整日躺在躺椅上的李进初心生欢喜,false
85,6,3,让两位百岁老人都激动起来,腼腆接过,false
85,6,4,让两位百岁老人都激动起来,然后默默无语地送给了一旁安静坐着的妻子和维瑞,false
85,6,5,让两位百岁老人都激动起来,艳红的玫瑰,true
85,6,6,让两位百岁老人都激动起来,让两位百岁老人都激动起来,false
85,6,7,让两位百岁老人都激动起来,两手枯瘦的手紧紧地握在了一起,false
87,2,1,感动和维瑞和李进初的爱情,开明的地主,false
87,2,2,感动和维瑞和李进初的爱情,感动和维瑞和李进初的爱情,true
87,2,3,感动和维瑞和李进初的爱情,好心做主主持了他们结为夫妻,false
87,2,4,感动和维瑞和李进初的爱情,而这一艰苦环境中的爱情结合,false
87,2,5,感动和维瑞和李进初的爱情,让他们相守相依到白头,false
88,2,1,他很高兴,看到童童入学,true
88,2,2,他很高兴,他很高兴,false
88,2,3,他很高兴,平时只要路过小学,false
88,2,4,他很高兴,他总喜欢慢慢走到教室外面,false
88,2,5,他很高兴,透过窗户看看坐在前排的童童,false
88,2,6,他很高兴,我还是很感慨的,false
88,2,7,他很高兴,看到童童就会想起自己的孩子,false
89,10,1,再累也开心,仁厚社区也格外照顾她,false
89,10,2,再累也开心,2003年起,false
89,10,3,再累也开心,她每月都能领到计生特困家庭特别扶助金,false
89,10,4,再累也开心,但凡有扶助政策,false
89,10,5,再累也开心,社区也首先想到她,false
89,10,6,再累也开心,党委书记张公平说徐婆婆很要强,false
89,10,7,再累也开心,从不给社区提要求,false
89,10,8,再累也开心,问她身体怎么样,false
89,10,9,再累也开心,她总说自食其力,true
89,10,10,再累也开心,再累也开心,false
90,3,1,格瑞斯曾欺骗对方一直深感愧疚,76岁的英国老妇人格瑞斯·贝茨在英国广播公司BBC帮助下,false
90,3,2,格瑞斯曾欺骗对方一直深感愧疚,找到分离59年的初恋德国人赫尔曼·博世,false
90,3,3,格瑞斯曾欺骗对方一直深感愧疚,格瑞斯曾欺骗对方一直深感愧疚,true
90,3,4,格瑞斯曾欺骗对方一直深感愧疚,死前一定要见到他,false
91,4,1,伤心欲绝地离开,不久,false
91,4,2,伤心欲绝地离开,格瑞斯发现自己怀孕,false
91,4,3,伤心欲绝地离开,赫尔曼发现隐情后,true
91,4,4,伤心欲绝地离开,伤心欲绝地离开,false
91,4,5,伤心欲绝地离开,前往美国后再无音信,false
91,4,6,伤心欲绝地离开,赫尔曼离开后,false
91,4,7,伤心欲绝地离开,格瑞斯产下一名女婴,false
91,4,8,伤心欲绝地离开,不久遭到未婚夫抛弃,false
92,5,1,我曾经欺骗他而一直深感愧疚,今年,false
92,5,2,我曾经欺骗他而一直深感愧疚,格瑞斯找到了BBC,false
92,5,3,我曾经欺骗他而一直深感愧疚,希望能通过媒体找到赫尔曼,false
92,5,4,我曾经欺骗他而一直深感愧疚,格瑞斯说过去这么多年,false
92,5,5,我曾经欺骗他而一直深感愧疚,我曾经欺骗他而一直深感愧疚,true
92,5,6,我曾经欺骗他而一直深感愧疚,死前一定要见到他,false
92,5,7,我曾经欺骗他而一直深感愧疚,没想到,false
92,5,8,我曾经欺骗他而一直深感愧疚,格瑞斯真的如愿以偿,false
92,5,9,我曾经欺骗他而一直深感愧疚,两人在伦敦相聚,false
92,5,10,我曾经欺骗他而一直深感愧疚,赫尔曼到了美国后也结了婚,false
92,5,11,我曾经欺骗他而一直深感愧疚,婚姻很幸福,false
92,5,12,我曾经欺骗他而一直深感愧疚,但妻子已经于2013年去世,false
93,11,1,彭某悲愤之余,离婚后,false
93,11,2,彭某悲愤之余,儿子跟随邓某生活,false
93,11,3,彭某悲愤之余,彭某仍尽父亲的义务,false
93,11,4,彭某悲愤之余,经常探望并带儿子外出游玩,false
93,11,5,彭某悲愤之余,此期间,false
93,11,6,彭某悲愤之余,彭某经常听到同事朋友议论说孩子不像自己,false
93,11,7,彭某悲愤之余,他怀疑之余,false
93,11,8,彭某悲愤之余,带儿子到南宁市做亲子鉴定,false
93,11,9,彭某悲愤之余,果然,false
93,11,10,彭某悲愤之余,儿子并非亲生,true
93,11,11,彭某悲愤之余,彭某悲愤之余,false
93,11,12,彭某悲愤之余,认为前妻当年欺骗了自己,false
93,11,13,彭某悲愤之余,于2014年8月将邓某诉至法院,false
93,11,14,彭某悲愤之余,请求法院判令邓某给付亲子鉴定费医疗费怀孕期间的产检生育等孩子出生后至离婚前的抚养费离异后孩子的生活教育费以及精神损失费等共12万余元,false
94,5,1,情绪异常激动,庭上,false
94,5,2,情绪异常激动,面对两次鉴定结果,false
94,5,3,情绪异常激动,邓某再没提出异议,false
94,5,4,情绪异常激动,但是彭某想到自己白白疼爱了别人的孩子几年,true
94,5,5,情绪异常激动,情绪异常激动,false
94,5,6,情绪异常激动,不停细数这几年自己的伤痕,false
94,5,7,情绪异常激动,法官耐心释法析理,false
94,5,8,情绪异常激动,做双方的思想工作,false
95,3,1,他和女朋友都非常吃惊,这位总监在接受记者采访时说,false
95,3,2,他和女朋友都非常吃惊,当时在公司尾牙宴上听到这一决定,true
95,3,3,他和女朋友都非常吃惊,他和女朋友都非常吃惊,false
95,3,4,他和女朋友都非常吃惊,两人去年8月份确立恋爱关系,false
95,3,5,他和女朋友都非常吃惊,怕公司知道,false
95,3,6,他和女朋友都非常吃惊,平时两人都是偷偷摸摸的,false
95,3,7,他和女朋友都非常吃惊,在公司大多通过QQ交流,false
95,3,8,他和女朋友都非常吃惊,避免在同事面前说比较亲密的话,false
95,3,9,他和女朋友都非常吃惊,对于恋情不敢太公开,false
96,5,1,他们觉得很开心,得到公司的鼓励后,false
96,5,2,他们觉得很开心,两人在同事面前可以大大方方牵手了,true
96,5,3,他们觉得很开心,不仅如此,false
96,5,4,他们觉得很开心,还会得到同事的祝福,true
96,5,5,他们觉得很开心,他们觉得很开心,false
97,4,1,他开始怀疑妻子和别的男人有染,今年元旦期间,false
97,4,2,他开始怀疑妻子和别的男人有染,远在广东的谭某发现覃某的手机时常关机,true
97,4,3,他开始怀疑妻子和别的男人有染,又从覃某同事口中听说了一些不好的传言,true
97,4,4,他开始怀疑妻子和别的男人有染,他开始怀疑妻子和别的男人有染,false
98,4,1,这让谭某更加愤恨,14日下午,false
98,4,2,这让谭某更加愤恨,谭某赶到他和覃某在南宁的租房,false
98,4,3,这让谭某更加愤恨,发现房间里有其他男人的衣物和用品,true
98,4,4,这让谭某更加愤恨,这让谭某更加愤恨,false
99,6,1,让盛某高兴的是,19岁的盛某老家在江西南昌农村,false
99,6,2,让盛某高兴的是,父母体弱多病,false
99,6,3,让盛某高兴的是,从小被姐姐带大,false
99,6,4,让盛某高兴的是,去年,false
99,6,5,让盛某高兴的是,姐姐盛女士来到合肥打工,false
99,6,6,让盛某高兴的是,让盛某高兴的是,false
99,6,7,让盛某高兴的是,姐姐告诉他自己已经担任了一家公司的人事部经理,true
100,5,1,心生怨恨,经审理查明,false
100,5,2,心生怨恨,徐国华认为被害人徐大畅一直欺负自己,true
100,5,3,心生怨恨,并怀疑被害人吴照华与他妻子邹某某有不正当男女关系,true
100,5,4,心生怨恨,败坏他以及家人的名誉,false
100,5,5,心生怨恨,心生怨恨,false
101,5,1,很惭愧,真的不想治了,false
101,5,2,很惭愧,我的家庭承受不起,false
101,5,3,很惭愧,一直都没有能力让父母过上好日子,true
101,5,4,很惭愧,现在还要让他们为我操心,true
101,5,5,很惭愧,很惭愧,false
101,5,6,很惭愧,我知道即使手术后风险还是很大,false
101,5,7,很惭愧,就不想治了,false
102,4,1,也很愧疚,妻子在家照顾瘫痪的爷爷和两个小孩,true
102,4,2,也很愧疚,父亲这么大年纪还在工地打工挣钱,true
102,4,3,也很愧疚,很想念他们,false
102,4,4,也很愧疚,也很愧疚,false
102,4,5,也很愧疚,说到这里,false
102,4,6,也很愧疚,闫超望着天花板,false
102,4,7,也很愧疚,不再说话,false
103,7,1,大失所望之余,男子不远千里会网友,false
103,7,2,大失所望之余,发现女子长相与照片判若两人体形也相差甚远,true
103,7,3,大失所望之余,女子辩称,false
103,7,4,大失所望之余,自己就是照片中的人,false
103,7,5,大失所望之余,不过是化了妆,false
103,7,6,大失所望之余,用了美图工具,false
103,7,7,大失所望之余,大失所望之余,false
103,7,8,大失所望之余,男子认为受到欺骗,false
103,7,9,大失所望之余,怒火之下大打出手,false
103,7,10,大失所望之余,最终,false
103,7,11,大失所望之余,经永嘉桥头派出所调解,false
103,7,12,大失所望之余,双方达成和解,false
103,7,13,大失所望之余,男子当天乘飞机回家,false
104,3,1,而刘运荣担心影响到孩子们学习,龙保小学位于新村和龙保两村之间,false
104,3,2,而刘运荣担心影响到孩子们学习,常常会有社会无关人员抄近路从学校走过,true
104,3,3,而刘运荣担心影响到孩子们学习,而刘运荣担心影响到孩子们学习,false
104,3,4,而刘运荣担心影响到孩子们学习,不上课时,false
104,3,5,而刘运荣担心影响到孩子们学习,他就会在学校的铁门处站岗,false
105,2,1,刘运荣的妻子容阿郎泣不成声,回忆起这段日子,true
105,2,2,刘运荣的妻子容阿郎泣不成声,刘运荣的妻子容阿郎泣不成声,false
105,2,3,刘运荣的妻子容阿郎泣不成声,在病痛的折磨下,false
105,2,4,刘运荣的妻子容阿郎泣不成声,他终于在12月底同意去医院做检查,false
105,2,5,刘运荣的妻子容阿郎泣不成声,还特意等到周五上完课后周六休息时再去,false
106,3,1,村民们用最淳朴的方式来表达他们最崇高的敬意,对这位拖着残腿在讲台苦撑了34年,true
106,3,2,村民们用最淳朴的方式来表达他们最崇高的敬意,病危关头念叨的还是学生的校长,true
106,3,3,村民们用最淳朴的方式来表达他们最崇高的敬意,村民们用最淳朴的方式来表达他们最崇高的敬意,false
107,3,1,愤而报警,吸毒后不仅对妻子拳打脚踢甚至持刀闯入娘家威胁丈母娘,true
107,3,2,愤而报警,妻子忍无可忍,false
107,3,3,愤而报警,愤而报警,false
108,2,1,格兰特的一个邻居对他被指控性侵非常吃惊,据全国广播公司NBC报道,false
108,2,2,格兰特的一个邻居对他被指控性侵非常吃惊,格兰特的一个邻居对他被指控性侵非常吃惊,true
108,2,3,格兰特的一个邻居对他被指控性侵非常吃惊,在他被捕后都很难入睡,false
109,6,1,现在比较头疼就是钱的问题,现在村里街坊凑得钱已经花完,false
109,6,2,现在比较头疼就是钱的问题,用的是捐款,false
109,6,3,现在比较头疼就是钱的问题,好心人捐的每一笔钱的去处都有记录,false
109,6,4,现在比较头疼就是钱的问题,像国云这样的大面积烧伤,false
109,6,5,现在比较头疼就是钱的问题,仅是第一期治疗就要20多万元,false
109,6,6,现在比较头疼就是钱的问题,现在比较头疼就是钱的问题,true
110,8,1,女儿受了惊吓,突然听见其他人喊谁家的小孩着火了,false
110,8,2,女儿受了惊吓,就看见她在屋外跑,false
110,8,3,女儿受了惊吓,一身火,false
110,8,4,女儿受了惊吓,苏三喜说,false
110,8,5,女儿受了惊吓,可能是灶里没燃尽的柴火掉出来,false
110,8,6,女儿受了惊吓,让女儿抓到了,false
110,8,7,女儿受了惊吓,火苗引燃灶外面木柴又沾到衣服起的火,true
110,8,8,女儿受了惊吓,女儿受了惊吓,false
110,8,9,女儿受了惊吓,就朝外面跑,false
111,3,1,感动了身边许多人,盂县路家村镇张家垴村的李双娣,false
111,3,2,感动了身边许多人,33年如一日照料瘫痪的丈夫省吃俭用将两个女儿抚育成人,true
111,3,3,感动了身边许多人,感动了身边许多人,false
112,6,1,李双娣的心情依然沉重,那段时间,false
112,6,2,李双娣的心情依然沉重,明明睁着眼,false
112,6,3,李双娣的心情依然沉重,眼前却常常是漆黑一片,false
112,6,4,李双娣的心情依然沉重,耳朵里经常有石头从山上滚落的声音,false
112,6,5,李双娣的心情依然沉重,回想起当时的情况,true
112,6,6,李双娣的心情依然沉重,李双娣的心情依然沉重,false
112,6,7,李双娣的心情依然沉重,公婆常以泪洗面,false
112,6,8,李双娣的心情依然沉重,我强打精神,false
112,6,9,李双娣的心情依然沉重,告诉自己不能垮了,false
113,10,1,张庙双的心情一度非常压抑,经过一番认真思考,false
113,10,2,张庙双的心情一度非常压抑,李双娣怎么想也觉得不能这样做,false
113,10,3,张庙双的心情一度非常压抑,不能说丈夫能动的时候就是夫妻,false
113,10,4,张庙双的心情一度非常压抑,人家受伤了,false
113,10,5,张庙双的心情一度非常压抑,就不和人家过了,false
113,10,6,张庙双的心情一度非常压抑,说起来容易做起来难,false
113,10,7,张庙双的心情一度非常压抑,很快,false
113,10,8,张庙双的心情一度非常压抑,李双娣就尝到了生活的艰辛,false
113,10,9,张庙双的心情一度非常压抑,在病痛和经济的双重压力下,true
113,10,10,张庙双的心情一度非常压抑,张庙双的心情一度非常压抑,false
114,6,1,我这辈子最幸运的就是找了个好老婆,33年付出诠释和谐幸福对于妻子这些年的付出,false
114,6,2,我这辈子最幸运的就是找了个好老婆,张庙双看在眼里疼在心上出事的时候我32岁,false
114,6,3,我这辈子最幸运的就是找了个好老婆,她26岁,false
114,6,4,我这辈子最幸运的就是找了个好老婆,从那之后的33年里,false
114,6,5,我这辈子最幸运的就是找了个好老婆,我没有一天能离得开她,false
114,6,6,我这辈子最幸运的就是找了个好老婆,我这辈子最幸运的就是找了个好老婆,true
115,4,1,少女不爽反呛,报道,false
115,4,2,少女不爽反呛,台湾一名初三女生在脸书传了一张自拍照,false
115,4,3,少女不爽反呛,被学姐笑丑,true
115,4,4,少女不爽反呛,少女不爽反呛,false
115,4,5,少女不爽反呛,两人起了口角,false
115,4,6,少女不爽反呛,后更当面打起群架,false
115,4,7,少女不爽反呛,少女的男友被砍伤,false
115,4,8,少女不爽反呛,伤口深可见骨,false
115,4,9,少女不爽反呛,警方目前正深入追查,false
116,3,1,没想到学姐被放鸽子后更加气愤,但黄姓少女认为没必要赴约,false
116,3,2,没想到学姐被放鸽子后更加气愤,跟陈姓男友及另一名友人到台北市忠孝东路麦当劳聚餐,false
116,3,3,没想到学姐被放鸽子后更加气愤,没想到学姐被放鸽子后更加气愤,true
116,3,4,没想到学姐被放鸽子后更加气愤,撂了十多人直奔现场砍人,false
116,3,5,没想到学姐被放鸽子后更加气愤,黄姓少女的男友及友人遭砍伤,false
116,3,6,没想到学姐被放鸽子后更加气愤,其中一人双手被砍,false
116,3,7,没想到学姐被放鸽子后更加气愤,另一人刀伤可见骨,false
116,3,8,没想到学姐被放鸽子后更加气愤,民众惊见连忙报案,false
116,3,9,没想到学姐被放鸽子后更加气愤,双方人马才四散逃逸,false
116,3,10,没想到学姐被放鸽子后更加气愤,所幸两人送医后均无生命危险,false
117,3,1,严涛很是郁闷,那我该怎么办,false
117,3,2,严涛很是郁闷,这母亲明明健在还无法证明了,true
117,3,3,严涛很是郁闷,严涛很是郁闷,false
117,3,4,严涛很是郁闷,对此,false
117,3,5,严涛很是郁闷,民警表示,false
117,3,6,严涛很是郁闷,警方确实无法出具居民健在证明,false
117,3,7,严涛很是郁闷,即使出具了,false
117,3,8,严涛很是郁闷,也是不合法的无效的,false
118,6,1,胡先生很高兴,见面后,false
118,6,2,胡先生很高兴,胡先生对染着黄头发打扮入时的杨女士比较满意,false
118,6,3,胡先生很高兴,俩人就这样交往了起来,false
118,6,4,胡先生很高兴,交往后没多久,false
118,6,5,胡先生很高兴,杨女士就告诉他自己决定要嫁给他,true
118,6,6,胡先生很高兴,胡先生很高兴,false
119,5,1,胡先生心生疑惑,胡先生原以为自己慷慨地为杨女士花钱,false
119,5,2,胡先生心生疑惑,俩人的感情能更稳固,false
119,5,3,胡先生心生疑惑,不料,false
119,5,4,胡先生心生疑惑,在这之后杨女士的手机就打不通了,true
119,5,5,胡先生心生疑惑,胡先生心生疑惑,false
119,5,6,胡先生心生疑惑,把此事告诉了婚介中心的叶老板,false
120,7,1,她对这场婚姻彻底绝望,2010年,false
120,7,2,她对这场婚姻彻底绝望,阿莹与相识8年的丈夫黄某结婚,false
120,7,3,她对这场婚姻彻底绝望,她还特意将登记的日子选择在520,false
120,7,4,她对这场婚姻彻底绝望,但最终没有等来丈夫的爱,false
120,7,5,她对这场婚姻彻底绝望,去年4月,false
120,7,6,她对这场婚姻彻底绝望,阿莹发现了丈夫有外遇,true
120,7,7,她对这场婚姻彻底绝望,她对这场婚姻彻底绝望,false
120,7,8,她对这场婚姻彻底绝望,将黄某告上了法庭,false
120,7,9,她对这场婚姻彻底绝望,要求和黄某离婚,false
120,7,10,她对这场婚姻彻底绝望,案件昨日上午在禅城区法院张槎法庭开庭审理,false
121,4,1,心中起疑,案发当天,false
121,4,2,心中起疑,秦某参加宴席喝了半斤酒,false
121,4,3,心中起疑,结束后又找不到妻子,true
121,4,4,心中起疑,心中起疑,false
121,4,5,心中起疑,就来到赵某公司附近,false
121,4,6,心中起疑,碰到赵某以及妻子杜某,false
121,4,7,心中起疑,随后,false
121,4,8,心中起疑,发生了振中街杀人案,false
121,4,9,心中起疑,行凶期间,false
121,4,10,心中起疑,其妻杜某虽多次对秦某进行劝阻,false
121,4,11,心中起疑,但均未成功,false
121,4,12,心中起疑,后来经法医查明,false
121,4,13,心中起疑,被害人赵某全身被刺60余刀,false
122,15,1,与其在医院闷闷不乐度过余生,2014年4月,false
122,15,2,与其在医院闷闷不乐度过余生,两人在彼此的慰藉中相爱了,false
122,15,3,与其在医院闷闷不乐度过余生,然而,false
122,15,4,与其在医院闷闷不乐度过余生,命运并没有给他们一条平坦的道路,false
122,15,5,与其在医院闷闷不乐度过余生,几个月后,false
122,15,6,与其在医院闷闷不乐度过余生,赖敏病情加重,false
122,15,7,与其在医院闷闷不乐度过余生,走路困难,false
122,15,8,与其在医院闷闷不乐度过余生,只能生活在轮椅之上,false
122,15,9,与其在医院闷闷不乐度过余生,曾经当过导游的她一直有个环游中国的梦想,false
122,15,10,与其在医院闷闷不乐度过余生,在疾病加重之时,false
122,15,11,与其在医院闷闷不乐度过余生,这种愿望更加强烈,false
122,15,12,与其在医院闷闷不乐度过余生,丁一舟说,false
122,15,13,与其在医院闷闷不乐度过余生,赖敏的病情发展起来迅猛凶险,false
122,15,14,与其在医院闷闷不乐度过余生,就算医治也无法增加生命的质量与长度,true
122,15,15,与其在医院闷闷不乐度过余生,与其在医院闷闷不乐度过余生,false
122,15,16,与其在医院闷闷不乐度过余生,不如大胆潇洒走一回,false
123,16,1,轮椅上的赖敏笑得合不拢嘴,此时,false
123,16,2,轮椅上的赖敏笑得合不拢嘴,国道上来来往往的车辆带起阵阵冷风,false
123,16,3,轮椅上的赖敏笑得合不拢嘴,刺耳的轰鸣声不绝于耳,false
123,16,4,轮椅上的赖敏笑得合不拢嘴,但丁一舟和赖敏倒也自得其乐,false
123,16,5,轮椅上的赖敏笑得合不拢嘴,走得不慌不忙,false
123,16,6,轮椅上的赖敏笑得合不拢嘴,爱犬阿宝欢快卖力地在右侧拉着轮椅前行,false
123,16,7,轮椅上的赖敏笑得合不拢嘴,遇到平路或者下坡,false
123,16,8,轮椅上的赖敏笑得合不拢嘴,丁一舟就骑行,false
123,16,9,轮椅上的赖敏笑得合不拢嘴,遇到上坡路段,false
123,16,10,轮椅上的赖敏笑得合不拢嘴,他就下来慢慢拉着轮椅向前走,false
123,16,11,轮椅上的赖敏笑得合不拢嘴,累了倦了,false
123,16,12,轮椅上的赖敏笑得合不拢嘴,就停下来坐在路边休息,false
123,16,13,轮椅上的赖敏笑得合不拢嘴,吃块面包,false
123,16,14,轮椅上的赖敏笑得合不拢嘴,看看风景,false
123,16,15,轮椅上的赖敏笑得合不拢嘴,看着丁一舟逗弄阿宝,true
123,16,16,轮椅上的赖敏笑得合不拢嘴,轮椅上的赖敏笑得合不拢嘴,false
123,16,17,轮椅上的赖敏笑得合不拢嘴,对于媒体的追访,false
123,16,18,轮椅上的赖敏笑得合不拢嘴,他们虽有不适但并未反感,false
123,16,19,轮椅上的赖敏笑得合不拢嘴,唯有不断表示感谢,false
124,14,1,路训被廖林的孝行感动了,2012年春节,false
124,14,2,路训被廖林的孝行感动了,廖林和村里的孤寡老人聊天,false
124,14,3,路训被廖林的孝行感动了,知道他们想去北京一趟,false
124,14,4,路训被廖林的孝行感动了,当时他没有多说,false
124,14,5,路训被廖林的孝行感动了,却悄悄准备起来,false
124,14,6,路训被廖林的孝行感动了,2012年4月,false
124,14,7,路训被廖林的孝行感动了,旅行团26人出发,false
124,14,8,路训被廖林的孝行感动了,其中年龄最大的92岁,false
124,14,9,路训被廖林的孝行感动了,4天的行程,false
124,14,10,路训被廖林的孝行感动了,老人们游天安门逛宫登长城,false
124,14,11,路训被廖林的孝行感动了,得知廖林到来,false
124,14,12,路训被廖林的孝行感动了,他北京的好友路训尽地主之谊宴请老人们,false
124,14,13,路训被廖林的孝行感动了,饭桌上,false
124,14,14,路训被廖林的孝行感动了,路训被廖林的孝行感动了,true
124,14,15,路训被廖林的孝行感动了,第二天就给廖林打了10万元,false
124,14,16,路训被廖林的孝行感动了,说是捐给公义村的老人们,false
125,14,1,这让他十分感动,1974年,false
125,14,2,这让他十分感动,安继荣在蒲城县三合公社今属桥陵镇任武装干事,false
125,14,3,这让他十分感动,长他16岁的郭天禄时任公社党委书记,false
125,14,4,这让他十分感动,是出了名的热心肠,false
125,14,5,这让他十分感动,谁家娃病了两口子闹矛盾了,false
125,14,6,这让他十分感动,都找他帮忙,false
125,14,7,这让他十分感动,那时候粮票都紧张,false
125,14,8,这让他十分感动,安继荣回忆说,false
125,14,9,这让他十分感动,共事的三年中,false
125,14,10,这让他十分感动,郭天禄常常资助他,false
125,14,11,这让他十分感动,每次一到饭点,false
125,14,12,这让他十分感动,郭天禄总是主动掏两个人的粮票,false
125,14,13,这让他十分感动,冬天没有取暖设施两个人常挤在一张床上睡,true
125,14,14,这让他十分感动,这让他十分感动,false
125,14,15,这让他十分感动,我只是个基层的小干部,false
125,14,16,这让他十分感动,他把我当兄弟看,false
126,10,1,安继荣很是心酸,1997年,false
126,10,2,安继荣很是心酸,退休的郭天禄丧偶再婚后,false
126,10,3,安继荣很是心酸,一直随女方居住在渭南市临渭区,false
126,10,4,安继荣很是心酸,2012年2月份,false
126,10,5,安继荣很是心酸,安继荣去探望郭天禄,false
126,10,6,安继荣很是心酸,发现年久失修,false
126,10,7,安继荣很是心酸,老领导居住的平房成了危房,false
126,10,8,安继荣很是心酸,只能暂时借住在村中小学里,false
126,10,9,安继荣很是心酸,见已身患老年痴呆的老领导和老伴儿寄居在废弃的教室里,true
126,10,10,安继荣很是心酸,安继荣很是心酸,false
127,4,1,郭天禄的二女儿50岁的郭春英眼眶泛红,父亲都记不得他资助了多少我都不知道安叔图我爸啥,false
127,4,2,郭天禄的二女儿50岁的郭春英眼眶泛红,提起这些年来安继荣对父亲的资助,true
127,4,3,郭天禄的二女儿50岁的郭春英眼眶泛红,1月3日中午,false
127,4,4,郭天禄的二女儿50岁的郭春英眼眶泛红,郭天禄的二女儿50岁的郭春英眼眶泛红,false
127,4,5,郭天禄的二女儿50岁的郭春英眼眶泛红,郭春英说,false
127,4,6,郭天禄的二女儿50岁的郭春英眼眶泛红,上世纪80年代,false
127,4,7,郭天禄的二女儿50岁的郭春英眼眶泛红,父亲从蒲城县工商局退休后,false
127,4,8,郭天禄的二女儿50岁的郭春英眼眶泛红,没留下多少积蓄,false
127,4,9,郭天禄的二女儿50岁的郭春英眼眶泛红,以后每月仅靠几百元的退休工资生活,false
127,4,10,郭天禄的二女儿50岁的郭春英眼眶泛红,这么多年来,false
127,4,11,郭天禄的二女儿50岁的郭春英眼眶泛红,安叔常送米送油,false
127,4,12,郭天禄的二女儿50岁的郭春英眼眶泛红,并不要欠条送上几千元钱,false
127,4,13,郭天禄的二女儿50岁的郭春英眼眶泛红,父亲都记不得他资助了多少,false
127,4,14,郭天禄的二女儿50岁的郭春英眼眶泛红,连我妈的丧事都是安叔帮着操办的,false
128,6,1,我们觉得给崔某介绍对象的李某很可疑,2014年12月18日,false
128,6,2,我们觉得给崔某介绍对象的李某很可疑,延吉市公安局建工派出所民警在走访时,false
128,6,3,我们觉得给崔某介绍对象的李某很可疑,崔某把自己心中的疑惑和民警说了,false
128,6,4,我们觉得给崔某介绍对象的李某很可疑,民警分析,false
128,6,5,我们觉得给崔某介绍对象的李某很可疑,崔某一定是被骗了,false
128,6,6,我们觉得给崔某介绍对象的李某很可疑,我们觉得给崔某介绍对象的李某很可疑,false
128,6,7,我们觉得给崔某介绍对象的李某很可疑,崔某每次掏钱都是经李某的手来转交,true
128,6,8,我们觉得给崔某介绍对象的李某很可疑,警方将李某传唤到派出所接受调查,false
128,6,9,我们觉得给崔某介绍对象的李某很可疑,起初他还不承认,false
128,6,10,我们觉得给崔某介绍对象的李某很可疑,后来终于承认了,false
129,4,1,非常高兴,记者与璐璐的姥爷取得了联系,false
129,4,2,非常高兴,电话里,false
129,4,3,非常高兴,这位远在承德的八旬老人听到记者探问此事,true
129,4,4,非常高兴,非常高兴,false
129,4,5,非常高兴,他说,false
129,4,6,非常高兴,璐璐从小姥姥带大,false
129,4,7,非常高兴,上初中时仍二老接送,false
129,4,8,非常高兴,并在老人家里吃住,false
129,4,9,非常高兴,说,false
129,4,10,非常高兴,感情非常深,false
130,16,1,真是空旷寂寞,一位朋友圈中点赞的王女士说,false
130,16,2,真是空旷寂寞,自己出生于农村,false
130,16,3,真是空旷寂寞,如今已在城市生活多年,false
130,16,4,真是空旷寂寞,但母亲还住在农村老家,false
130,16,5,真是空旷寂寞,父亲早年去世,false
130,16,6,真是空旷寂寞,兄弟姐妹纷纷进城打工,false
130,16,7,真是空旷寂寞,平时,false
130,16,8,真是空旷寂寞,守着老家宅院的就只剩母亲一人,false
130,16,9,真是空旷寂寞,在农村,false
130,16,10,真是空旷寂寞,白天还好,false
130,16,11,真是空旷寂寞,有乡邻之间相互走动,false
